cohort,seed,arm,stage,metric,value,unit
cohort 1,12409,lowrank_ssr,7,old_miou,33.516833018774,percent
cohort 1,12409,lowrank_ssr,8,all_miou,29.237512191332826,percent
cohort 1,12409,lowrank_ssr,8,new_miou,6.028734180009594,percent
cohort 1,12409,lowrank_ssr,8,old_boundary_iou,11.549168016314313,percent
cohort 1,12409,lowrank_ssr,8,old_boundary_margin,3.1881275177001953,logit
cohort 1,12409,lowrank_ssr,8,old_miou,30.314326960709636,percent
cohort 1,12409,lowrank_ssr,9,all_miou,21.167981265645896,percent
cohort 1,12409,lowrank_ssr,9,new_miou,14.830822882085206,percent
cohort 1,12409,lowrank_ssr,9,old_boundary_iou,9.903686167083706,percent
cohort 1,12409,lowrank_ssr,9,old_boundary_margin,2.9135794639587402,logit
cohort 1,12409,lowrank_ssr,9,old_miou,20.924381695176827,percent
cohort 1,12410,lowrank,1,all_miou,72.28967393389175,percent
cohort 1,12410,lowrank,1,new_miou,34.003905107479746,percent
cohort 1,12410,lowrank,1,old_boundary_iou,35.18948672811018,percent
cohort 1,12410,lowrank,1,old_boundary_margin,3.19870662689209,logit
cohort 1,12410,lowrank,1,old_miou,74.34702033661394,percent
cohort 1,12410,lowrank,10,all_miou,17.211713521317996,percent
cohort 1,12410,lowrank,10,new_miou,1.8787618403123658,percent
cohort 1,12410,lowrank,10,old_boundary_iou,6.27822329632709,percent
cohort 1,12410,lowrank,10,old_boundary_margin,5.05204963684082,logit
cohort 1,12410,lowrank,10,old_miou,18.80474942682872,percent
cohort 1,12410,lowrank,2,all_miou,66.75048853472114,percent
cohort 1,12410,lowrank,2,new_miou,63.20515852076045,percent
cohort 1,12410,lowrank,2,old_boundary_iou,32.213723286528676,percent
cohort 1,12410,lowrank,2,old_boundary_margin,3.125885486602783,logit
cohort 1,12410,lowrank,2,old_miou,65.9147320971908,percent
cohort 1,12410,lowrank,3,all_miou,50.861355726645854,percent
cohort 1,12410,lowrank,3,new_miou,22.838130788049764,percent
cohort 1,12410,lowrank,3,old_boundary_iou,30.611003492063134,percent
cohort 1,12410,lowrank,3,old_boundary_margin,2.6375651359558105,logit
cohort 1,12410,lowrank,3,old_miou,51.352449686356294,percent
cohort 1,12410,lowrank,4,all_miou,42.60981943480844,percent
cohort 1,12410,lowrank,4,new_miou,19.984554949702122,percent
cohort 1,12410,lowrank,4,old_boundary_iou,23.50012502654929,percent
cohort 1,12410,lowrank,4,old_boundary_margin,1.295278787612915,logit
cohort 1,12410,lowrank,4,old_miou,42.605908375151024,percent
cohort 1,12410,lowrank,5,all_miou,41.091042913497425,percent
cohort 1,12410,lowrank,5,new_miou,67.12922574878822,percent
cohort 1,12410,lowrank,5,old_boundary_iou,19.729614997989568,percent
cohort 1,12410,lowrank,5,old_boundary_margin,1.461229920387268,logit
cohort 1,12410,lowrank,5,old_miou,37.70266952180066,percent
cohort 1,12410,lowrank,6,all_miou,36.509369359871556,percent
cohort 1,12410,lowrank,6,new_miou,12.094989434356744,percent
cohort 1,12410,lowrank,6,old_boundary_iou,17.309703726854384,percent
cohort 1,12410,lowrank,6,old_boundary_margin,8.236771583557129,logit
cohort 1,12410,lowrank,6,old_miou,36.97541058274139,percent
cohort 1,12410,lowrank,7,all_miou,32.64739269588754,percent
cohort 1,12410,lowrank,7,new_miou,10.380041258376389,percent
cohort 1,12410,lowrank,7,old_boundary_iou,14.64315485819268,percent
cohort 1,12410,lowrank,7,old_boundary_margin,4.7816572189331055,logit
cohort 1,12410,lowrank,7,old_miou,33.444338457919024,percent
cohort 1,12410,lowrank,8,all_miou,26.45738150395463,percent
cohort 1,12410,lowrank,8,new_miou,5.047565729873822,percent
cohort 1,12410,lowrank,8,old_boundary_iou,10.14748958399486,percent
cohort 1,12410,lowrank,8,old_boundary_margin,3.595609426498413,logit
cohort 1,12410,lowrank,8,old_miou,27.94371596818391,percent
cohort 1,12410,lowrank,9,all_miou,20.313118304360305,percent
cohort 1,12410,lowrank,9,new_miou,12.973759977699558,percent
cohort 1,12410,lowrank,9,old_boundary_iou,7.305265172637854,percent
cohort 1,12410,lowrank,9,old_boundary_margin,2.5226991176605225,logit
cohort 1,12410,lowrank,9,old_miou,20.912665219231524,percent
cohort 1,12410,lowrank_ssr,1,all_miou,72.27219470058883,percent
cohort 1,12410,lowrank_ssr,1,new_miou,34.0586647663932,percent
cohort 1,12410,lowrank_ssr,1,old_boundary_iou,35.177681334739205,percent
cohort 1,12410,lowrank_ssr,1,old_boundary_margin,3.209390640258789,logit
cohort 1,12410,lowrank_ssr,1,old_miou,74.32096684211015,percent
cohort 1,12410,lowrank_ssr,10,all_miou,18.947284071169953,percent
cohort 1,12410,lowrank_ssr,10,new_miou,1.5901440739427244,percent
cohort 1,12410,lowrank_ssr,10,old_boundary_iou,7.304468386103519,percent
cohort 1,12410,lowrank_ssr,10,old_boundary_margin,4.9723968505859375,logit
cohort 1,12410,lowrank_ssr,10,old_miou,20.8536950876004,percent
cohort 1,12410,lowrank_ssr,2,all_miou,65.65203766679721,percent
cohort 1,12410,lowrank_ssr,2,new_miou,58.07119730040091,percent
cohort 1,12410,lowrank_ssr,2,old_boundary_iou,32.38902048271304,percent
cohort 1,12410,lowrank_ssr,2,old_boundary_margin,2.858983039855957,logit
cohort 1,12410,lowrank_ssr,2,old_miou,65.33550369335441,percent
cohort 1,12410,lowrank_ssr,3,all_miou,52.36456734864118,percent
cohort 1,12410,lowrank_ssr,3,new_miou,21.853872024031947,percent
cohort 1,12410,lowrank_ssr,3,old_boundary_iou,29.03313272777374,percent
cohort 1,12410,lowrank_ssr,3,old_boundary_margin,3.135122299194336,logit
cohort 1,12410,lowrank_ssr,3,old_miou,52.80859060059918,percent
cohort 1,12410,lowrank_ssr,4,all_miou,44.73774897448563,percent
cohort 1,12410,lowrank_ssr,4,new_miou,21.778905681515223,percent
cohort 1,12410,lowrank_ssr,4,old_boundary_iou,18.779074429470974,percent
cohort 1,12410,lowrank_ssr,4,old_boundary_margin,1.37157142162323,logit
cohort 1,12410,lowrank_ssr,4,old_miou,44.40028951288244,percent
cohort 1,12410,lowrank_ssr,5,all_miou,42.554327636527326,percent
cohort 1,12410,lowrank_ssr,5,new_miou,65.47669939050499,percent
cohort 1,12410,lowrank_ssr,5,old_boundary_iou,18.390224634340274,percent
cohort 1,12410,lowrank_ssr,5,old_boundary_margin,1.4567381143569946,logit
cohort 1,12410,lowrank_ssr,5,old_miou,39.026935958201825,percent
cohort 1,12410,lowrank_ssr,6,all_miou,38.487280296998264,percent
cohort 1,12410,lowrank_ssr,6,new_miou,19.63608322036818,percent
cohort 1,12410,lowrank_ssr,6,old_boundary_iou,17.407510563599107,percent
cohort 1,12410,lowrank_ssr,6,old_boundary_margin,8.443974494934082,logit
cohort 1,12410,lowrank_ssr,6,old_miou,38.1586956115402,percent
cohort 1,12410,lowrank_ssr,7,all_miou,33.20851512807524,percent
cohort 1,12410,lowrank_ssr,7,new_miou,10.999998524829909,percent
cohort 1,12410,lowrank_ssr,7,old_boundary_iou,13.218497544410942,percent
cohort 1,12410,lowrank_ssr,7,old_boundary_margin,5.002426624298096,logit
cohort 1,12410,lowrank_ssr,7,old_miou,33.624193315002174,percent
cohort 1,12410,lowrank_ssr,8,all_miou,27.47794640974005,percent
cohort 1,12410,lowrank_ssr,8,new_miou,5.626003276609865,percent
cohort 1,12410,lowrank_ssr,8,old_boundary_iou,11.07852776953614,percent
cohort 1,12410,lowrank_ssr,8,old_boundary_margin,3.6378722190856934,logit
cohort 1,12410,lowrank_ssr,8,old_miou,28.66539653269808,percent
cohort 1,12410,lowrank_ssr,9,all_miou,22.410174210448865,percent
cohort 1,12410,lowrank_ssr,9,new_miou,14.069653229830713,percent
cohort 1,12410,lowrank_ssr,9,old_boundary_iou,7.276313653964743,percent
cohort 1,12410,lowrank_ssr,9,old_boundary_margin,2.539320945739746,logit
cohort 1,12410,lowrank_ssr,9,old_miou,22.506863558187984,percent
replication,13401,lowrank,1,all_miou,72.8356102598431,percent
replication,13401,lowrank,1,new_miou,32.15650540653951,percent
replication,13401,lowrank,1,old_boundary_iou,35.45321352793248,percent
replication,13401,lowrank,1,old_boundary_margin,3.42537260055542,logit
replication,13401,lowrank,1,old_miou,75.15432602287592,percent
replication,13401,lowrank,10,all_miou,15.21145851896507,percent
replication,13401,lowrank,10,new_miou,1.219908998601968,percent
replication,13401,lowrank,10,old_boundary_iou,6.706353955241284,percent
replication,13401,lowrank,10,old_boundary_margin,5.435485363006592,logit
replication,13401,lowrank,10,old_miou,16.74772847758415,percent
replication,13401,lowrank,2,all_miou,67.04999189104528,percent
replication,13401,lowrank,2,new_miou,66.05657606998308,percent
replication,13401,lowrank,2,old_boundary_iou,32.97169085104459,percent
replication,13401,lowrank,2,old_boundary_margin,3.3737635612487793,logit
replication,13401,lowrank,2,old_miou,66.2960565190506,percent
replication,13401,lowrank,3,all_miou,54.44916697293062,percent
replication,13401,lowrank,3,new_miou,23.522505040607523,percent
replication,13401,lowrank,3,old_boundary_iou,28.216605461494343,percent
replication,13401,lowrank,3,old_boundary_margin,2.8271799087524414,logit
replication,13401,lowrank,3,old_miou,55.5969241203509,percent
replication,13401,lowrank,4,all_miou,45.36546377920689,percent
replication,13401,lowrank,4,new_miou,24.92038147931857,percent
replication,13401,lowrank,4,old_boundary_iou,23.328436424093518,percent
replication,13401,lowrank,4,old_boundary_margin,1.7268145084381104,logit
replication,13401,lowrank,4,old_miou,45.42087783317535,percent
replication,13401,lowrank,5,all_miou,44.276705324060515,percent
replication,13401,lowrank,5,new_miou,69.54159427813178,percent
replication,13401,lowrank,5,old_boundary_iou,22.03329426699912,percent
replication,13401,lowrank,5,old_boundary_margin,1.461820125579834,logit
replication,13401,lowrank,5,old_miou,41.376174634887164,percent
replication,13401,lowrank,6,all_miou,37.31740361028347,percent
replication,13401,lowrank,6,new_miou,4.627357175155948,percent
replication,13401,lowrank,6,old_boundary_iou,21.920831591073803,percent
replication,13401,lowrank,6,old_boundary_margin,7.722864151000977,logit
replication,13401,lowrank,6,old_miou,38.78844850891542,percent
replication,13401,lowrank,7,all_miou,30.77614922370815,percent
replication,13401,lowrank,7,new_miou,6.880699614060472,percent
replication,13401,lowrank,7,old_boundary_iou,16.767121062811746,percent
replication,13401,lowrank,7,old_boundary_margin,4.6060075759887695,logit
replication,13401,lowrank,7,old_miou,32.230297998226725,percent
replication,13401,lowrank,8,all_miou,28.29966316717106,percent
replication,13401,lowrank,8,new_miou,5.806675383975052,percent
replication,13401,lowrank,8,old_boundary_iou,10.681519554284655,percent
replication,13401,lowrank,8,old_boundary_margin,3.4019715785980225,logit
replication,13401,lowrank,8,old_miou,29.597542991716264,percent
replication,13401,lowrank,9,all_miou,17.492762588881554,percent
replication,13401,lowrank,9,new_miou,11.993435612941887,percent
replication,13401,lowrank,9,old_boundary_iou,7.722330248742518,percent
replication,13401,lowrank,9,old_boundary_margin,2.028926134109497,logit
replication,13401,lowrank,9,old_miou,17.418268914782637,percent
replication,13401,lowrank_ssr,1,all_miou,72.82948147418585,percent
replication,13401,lowrank_ssr,1,new_miou,32.2052941359987,percent
replication,13401,lowrank_ssr,1,old_boundary_iou,35.479916833342216,percent
replication,13401,lowrank_ssr,1,old_boundary_margin,3.4268834590911865,logit
replication,13401,lowrank_ssr,1,old_miou,75.14212462609498,percent
replication,13401,lowrank_ssr,10,all_miou,15.910877756174436,percent
replication,13401,lowrank_ssr,10,new_miou,1.0477549967160114,percent
replication,13401,lowrank_ssr,10,old_boundary_iou,9.52513933829841,percent
replication,13401,lowrank_ssr,10,old_boundary_margin,5.028356552124023,logit
replication,13401,lowrank_ssr,10,old_miou,17.507230920278655,percent
replication,13401,lowrank_ssr,2,all_miou,65.63440336144342,percent
replication,13401,lowrank_ssr,2,new_miou,63.431442558680864,percent
replication,13401,lowrank_ssr,2,old_boundary_iou,32.997306723704675,percent
replication,13401,lowrank_ssr,2,old_boundary_margin,3.13834547996521,logit
replication,13401,lowrank_ssr,2,old_miou,65.29820080000735,percent
replication,13401,lowrank_ssr,3,all_miou,55.86933374769424,percent
replication,13401,lowrank_ssr,3,new_miou,26.42323256786088,percent
replication,13401,lowrank_ssr,3,old_boundary_iou,27.421726198223062,percent
replication,13401,lowrank_ssr,3,old_boundary_margin,3.7086753845214844,logit
replication,13401,lowrank_ssr,3,old_miou,56.59475694660331,percent
replication,13401,lowrank_ssr,4,all_miou,48.694542262287285,percent
replication,13401,lowrank_ssr,4,new_miou,33.10943690456371,percent
replication,13401,lowrank_ssr,4,old_boundary_iou,25.82025357691703,percent
replication,13401,lowrank_ssr,4,old_boundary_margin,2.164886713027954,logit
replication,13401,lowrank_ssr,4,old_miou,47.89264569451886,percent
replication,13401,lowrank_ssr,5,all_miou,46.776801224143,percent
replication,13401,lowrank_ssr,5,new_miou,68.3880140168671,percent
replication,13401,lowrank_ssr,5,old_boundary_iou,24.363950109519532,percent
replication,13401,lowrank_ssr,5,old_boundary_margin,1.560650110244751,logit
replication,13401,lowrank_ssr,5,old_miou,43.618126808019326,percent
replication,13401,lowrank_ssr,6,all_miou,40.26843499587137,percent
replication,13401,lowrank_ssr,6,new_miou,9.732401775562373,percent
replication,13401,lowrank_ssr,6,old_boundary_iou,24.32954317817883,percent
replication,13401,lowrank_ssr,6,old_boundary_margin,7.495478630065918,logit
replication,13401,lowrank_ssr,6,old_miou,40.97058974666717,percent
replication,13401,lowrank_ssr,7,all_miou,31.81515063304825,percent
replication,13401,lowrank_ssr,7,new_miou,7.6261408748145065,percent
replication,13401,lowrank_ssr,7,old_boundary_iou,22.589118455333058,percent
replication,13401,lowrank_ssr,7,old_boundary_margin,4.450292110443115,logit
replication,13401,lowrank_ssr,7,old_miou,32.57352456218496,percent
replication,13401,lowrank_ssr,8,all_miou,29.813839606306765,percent
replication,13401,lowrank_ssr,8,new_miou,8.82710120244071,percent
replication,13401,lowrank_ssr,8,old_boundary_iou,11.50247313956371,percent
replication,13401,lowrank_ssr,8,old_boundary_margin,3.4249305725097656,logit
replication,13401,lowrank_ssr,8,old_miou,30.00331738364388,percent
replication,13401,lowrank_ssr,9,all_miou,19.40902351709596,percent
replication,13401,lowrank_ssr,9,new_miou,12.645867352319323,percent
replication,13401,lowrank_ssr,9,old_boundary_iou,8.061787431545152,percent
replication,13401,lowrank_ssr,9,old_boundary_margin,1.892505168914795,logit
replication,13401,lowrank_ssr,9,old_miou,18.22422584045911,percent
replication,13402,lowrank,1,all_miou,72.92833395769892,percent
replication,13402,lowrank,1,new_miou,31.516613548143024,percent
replication,13402,lowrank,1,old_boundary_iou,36.92538528198156,percent
replication,13402,lowrank,1,old_boundary_margin,3.1726291179656982,logit
replication,13402,lowrank,1,old_miou,75.32261805230799,percent
replication,13402,lowrank,10,all_miou,13.476154646738228,percent
replication,13402,lowrank,10,new_miou,1.183591867130656,percent
replication,13402,lowrank,10,old_boundary_iou,5.041118987723649,percent
replication,13402,lowrank,10,old_boundary_margin,5.3613200187683105,logit
replication,13402,lowrank,10,old_miou,14.832402932335375,percent
replication,13402,lowrank,2,all_miou,66.75122891260787,percent
replication,13402,lowrank,2,new_miou,62.9443075857221,percent
replication,13402,lowrank,2,old_boundary_iou,34.46418182742269,percent
replication,13402,lowrank,2,old_boundary_margin,3.091027021408081,logit
replication,13402,lowrank,2,old_miou,66.0573814083843,percent
replication,13402,lowrank,3,all_miou,48.992121480989404,percent
replication,13402,lowrank,3,new_miou,16.903060566262653,percent
replication,13402,lowrank,3,old_boundary_iou,30.20211360880232,percent
replication,13402,lowrank,3,old_boundary_margin,2.31445574760437,logit
replication,13402,lowrank,3,old_miou,50.119957812463426,percent
replication,13402,lowrank,4,all_miou,41.271645318690624,percent
replication,13402,lowrank,4,new_miou,19.315388480676457,percent
replication,13402,lowrank,4,old_boundary_iou,25.861879619607052,percent
replication,13402,lowrank,4,old_boundary_margin,1.7246489524841309,logit
replication,13402,lowrank,4,old_miou,41.61994777154423,percent
replication,13402,lowrank,5,all_miou,39.99152731885709,percent
replication,13402,lowrank,5,new_miou,66.45070806671127,percent
replication,13402,lowrank,5,old_boundary_iou,22.874038908239964,percent
replication,13402,lowrank,5,old_boundary_margin,1.505585789680481,logit
replication,13402,lowrank,5,old_miou,36.990806748626994,percent
replication,13402,lowrank,6,all_miou,33.34842764515104,percent
replication,13402,lowrank,6,new_miou,6.021970330606446,percent
replication,13402,lowrank,6,old_boundary_iou,20.60399822489349,percent
replication,13402,lowrank,6,old_boundary_margin,8.943777084350586,logit
replication,13402,lowrank,6,old_miou,34.49588990419238,percent
replication,13402,lowrank,7,all_miou,27.01500392588222,percent
replication,13402,lowrank,7,new_miou,7.529123667888987,percent
replication,13402,lowrank,7,old_boundary_iou,12.475210121397067,percent
replication,13402,lowrank,7,old_boundary_margin,4.960095405578613,logit
replication,13402,lowrank,7,old_miou,27.882453778497663,percent
replication,13402,lowrank,8,all_miou,25.888759319270925,percent
replication,13402,lowrank,8,new_miou,5.108695081725576,percent
replication,13402,lowrank,8,old_boundary_iou,8.410278348704498,percent
replication,13402,lowrank,8,old_boundary_margin,3.4608781337738037,logit
replication,13402,lowrank,8,old_miou,27.020689523368365,percent
replication,13402,lowrank,9,all_miou,16.038966137343095,percent
replication,13402,lowrank,9,new_miou,10.200409238791961,percent
replication,13402,lowrank,9,old_boundary_iou,5.580925059054024,percent
replication,13402,lowrank,9,old_boundary_margin,2.218125820159912,logit
replication,13402,lowrank,9,old_miou,16.061667433970168,percent
replication,13402,lowrank_ssr,1,all_miou,72.93316984104847,percent
replication,13402,lowrank_ssr,1,new_miou,31.517082790986162,percent
replication,13402,lowrank_ssr,1,old_boundary_iou,37.1455099218441,percent
replication,13402,lowrank_ssr,1,old_boundary_margin,3.1740942001342773,logit
replication,13402,lowrank_ssr,1,old_miou,75.32750558986507,percent
replication,13402,lowrank_ssr,10,all_miou,13.675589688038542,percent
replication,13402,lowrank_ssr,10,new_miou,1.192643289150791,percent
replication,13402,lowrank_ssr,10,old_boundary_iou,5.3882753466989195,percent
replication,13402,lowrank_ssr,10,old_boundary_margin,5.095654010772705,logit
replication,13402,lowrank_ssr,10,old_miou,15.052354745245191,percent
replication,13402,lowrank_ssr,2,all_miou,63.91482116943479,percent
replication,13402,lowrank_ssr,2,new_miou,53.93593958659475,percent
replication,13402,lowrank_ssr,2,old_boundary_iou,32.31165754678724,percent
replication,13402,lowrank_ssr,2,old_boundary_margin,2.9238767623901367,logit
replication,13402,lowrank_ssr,2,old_miou,63.91155771596192,percent
replication,13402,lowrank_ssr,3,all_miou,51.06803298531294,percent
replication,13402,lowrank_ssr,3,new_miou,16.991798710394264,percent
replication,13402,lowrank_ssr,3,old_boundary_iou,28.0742582730938,percent
replication,13402,lowrank_ssr,3,old_boundary_margin,3.0671095848083496,logit
replication,13402,lowrank_ssr,3,old_miou,52.08521273623662,percent
replication,13402,lowrank_ssr,4,all_miou,45.156697963319324,percent
replication,13402,lowrank_ssr,4,new_miou,24.625686692927744,percent
replication,13402,lowrank_ssr,4,old_boundary_iou,22.874931810020755,percent
replication,13402,lowrank_ssr,4,old_boundary_margin,2.186797857284546,logit
replication,13402,lowrank_ssr,4,old_miou,45.152369764369936,percent
replication,13402,lowrank_ssr,5,all_miou,42.89551071991906,percent
replication,13402,lowrank_ssr,5,new_miou,65.4438250205153,percent
replication,13402,lowrank_ssr,5,old_boundary_iou,21.3956499883299,percent
replication,13402,lowrank_ssr,5,old_boundary_margin,1.664239764213562,logit
replication,13402,lowrank_ssr,5,old_miou,39.91623243440458,percent
replication,13402,lowrank_ssr,6,all_miou,36.26926428347662,percent
replication,13402,lowrank_ssr,6,new_miou,12.991697071336915,percent
replication,13402,lowrank_ssr,6,old_boundary_iou,20.519284710773945,percent
replication,13402,lowrank_ssr,6,old_boundary_margin,8.727473258972168,logit
replication,13402,lowrank_ssr,6,old_miou,36.7689985198263,percent
replication,13402,lowrank_ssr,7,all_miou,28.965497555393938,percent
replication,13402,lowrank_ssr,7,new_miou,9.801176012328733,percent
replication,13402,lowrank_ssr,7,old_boundary_iou,17.30037044828024,percent
replication,13402,lowrank_ssr,7,old_boundary_margin,5.479215621948242,logit
replication,13402,lowrank_ssr,7,old_miou,29.39245810801463,percent
replication,13402,lowrank_ssr,8,all_miou,26.899899741865834,percent
replication,13402,lowrank_ssr,8,new_miou,6.063617106967727,percent
replication,13402,lowrank_ssr,8,old_boundary_iou,10.92728405211854,percent
replication,13402,lowrank_ssr,8,old_boundary_margin,3.3456854820251465,logit
replication,13402,lowrank_ssr,8,old_miou,27.41692566566219,percent
replication,13402,lowrank_ssr,9,all_miou,17.847974846222396,percent
replication,13402,lowrank_ssr,9,new_miou,10.698607873079714,percent
replication,13402,lowrank_ssr,9,old_boundary_iou,7.417223576496582,percent
replication,13402,lowrank_ssr,9,old_boundary_margin,2.1685826778411865,logit
replication,13402,lowrank_ssr,9,old_miou,17.320165833086808,percent
replication,13405,lowrank,1,all_miou,73.18521638870796,percent
replication,13405,lowrank,1,new_miou,31.807303786264157,percent
replication,13405,lowrank,1,old_boundary_iou,34.79143920483817,percent
replication,13405,lowrank,1,old_boundary_margin,3.249265193939209,logit
replication,13405,lowrank,1,old_miou,75.60151810469836,percent
replication,13405,lowrank,10,all_miou,10.601159292711241,percent
replication,13405,lowrank,10,new_miou,1.2542773202326065,percent
replication,13405,lowrank,10,old_boundary_iou,5.972281786179847,percent
replication,13405,lowrank,10,old_boundary_margin,5.464062213897705,logit
replication,13405,lowrank,10,old_miou,11.439983767999006,percent
replication,13405,lowrank,2,all_miou,65.71952846491146,percent
replication,13405,lowrank,2,new_miou,57.82654444141306,percent
replication,13405,lowrank,2,old_boundary_iou,31.49762678089292,percent
replication,13405,lowrank,2,old_boundary_margin,3.246091842651367,logit
replication,13405,lowrank,2,old_miou,64.84379176298808,percent
replication,13405,lowrank,3,all_miou,47.40387601998341,percent
replication,13405,lowrank,3,new_miou,14.05064699103416,percent
replication,13405,lowrank,3,old_boundary_iou,27.511817258158306,percent
replication,13405,lowrank,3,old_boundary_margin,1.6363176107406616,logit
replication,13405,lowrank,3,old_miou,47.77392380992523,percent
replication,13405,lowrank,4,all_miou,38.935772421897305,percent
replication,13405,lowrank,4,new_miou,22.816597216837895,percent
replication,13405,lowrank,4,old_boundary_iou,20.928666632568007,percent
replication,13405,lowrank,4,old_boundary_margin,1.5445817708969116,logit
replication,13405,lowrank,4,old_miou,37.7153263941072,percent
replication,13405,lowrank,5,all_miou,36.680100009257814,percent
replication,13405,lowrank,5,new_miou,62.81185167965309,percent
replication,13405,lowrank,5,old_boundary_iou,15.317743398499411,percent
replication,13405,lowrank,5,old_boundary_margin,1.407202959060669,logit
replication,13405,lowrank,5,old_miou,32.7156949487527,percent
replication,13405,lowrank,6,all_miou,31.552317516884564,percent
replication,13405,lowrank,6,new_miou,7.947875555020668,percent
replication,13405,lowrank,6,old_boundary_iou,15.340056608417624,percent
replication,13405,lowrank,6,old_boundary_margin,7.382722854614258,logit
replication,13405,lowrank,6,old_miou,31.53832243362868,percent
replication,13405,lowrank,7,all_miou,25.872198982952206,percent
replication,13405,lowrank,7,new_miou,9.1169170273592,percent
replication,13405,lowrank,7,old_boundary_iou,13.152171004499852,percent
replication,13405,lowrank,7,old_boundary_margin,4.2270731925964355,logit
replication,13405,lowrank,7,old_miou,25.587344800392042,percent
replication,13405,lowrank,8,all_miou,23.279067067053276,percent
replication,13405,lowrank,8,new_miou,4.71695221460564,percent
replication,13405,lowrank,8,old_boundary_iou,9.193904502434137,percent
replication,13405,lowrank,8,old_boundary_margin,2.598245859146118,logit
replication,13405,lowrank,8,old_miou,23.753415505960785,percent
replication,13405,lowrank,9,all_miou,13.811874971584587,percent
replication,13405,lowrank,9,new_miou,12.368622452226505,percent
replication,13405,lowrank,9,old_boundary_iou,5.887978242280629,percent
replication,13405,lowrank,9,old_boundary_margin,1.712536096572876,logit
replication,13405,lowrank,9,old_miou,12.69944964865258,percent
replication,13405,lowrank_ssr,1,all_miou,73.20243106921774,percent
replication,13405,lowrank_ssr,1,new_miou,31.82870867338886,percent
replication,13405,lowrank_ssr,1,old_boundary_iou,34.75375528330823,percent
replication,13405,lowrank_ssr,1,old_boundary_margin,3.2411270141601562,logit
replication,13405,lowrank_ssr,1,old_miou,75.61925106585882,percent
replication,13405,lowrank_ssr,10,all_miou,11.940624384379692,percent
replication,13405,lowrank_ssr,10,new_miou,0.0,percent
replication,13405,lowrank_ssr,10,old_boundary_iou,5.500360312279082,percent
replication,13405,lowrank_ssr,10,old_boundary_margin,4.984829902648926,logit
replication,13405,lowrank_ssr,10,old_miou,13.197532214314398,percent
replication,13405,lowrank_ssr,2,all_miou,63.1259099402956,percent
replication,13405,lowrank_ssr,2,new_miou,50.321452543056175,percent
replication,13405,lowrank_ssr,2,old_boundary_iou,26.18971495508108,percent
replication,13405,lowrank_ssr,2,old_boundary_margin,2.9823358058929443,logit
replication,13405,lowrank_ssr,2,old_miou,62.78938249986516,percent
replication,13405,lowrank_ssr,3,all_miou,50.16402841785251,percent
replication,13405,lowrank_ssr,3,new_miou,17.20886101337411,percent
replication,13405,lowrank_ssr,3,old_boundary_iou,24.31263368787133,percent
replication,13405,lowrank_ssr,3,old_boundary_margin,2.233182907104492,logit
replication,13405,lowrank_ssr,3,old_miou,50.307162211837145,percent
replication,13405,lowrank_ssr,4,all_miou,40.06180295709549,percent
replication,13405,lowrank_ssr,4,new_miou,23.08995809446103,percent
replication,13405,lowrank_ssr,4,old_boundary_iou,20.304185341298865,percent
replication,13405,lowrank_ssr,4,old_boundary_margin,1.6904665231704712,logit
replication,13405,lowrank_ssr,4,old_miou,38.69481194945559,percent
replication,13405,lowrank_ssr,5,all_miou,37.8590760165496,percent
replication,13405,lowrank_ssr,5,new_miou,66.4096770489234,percent
replication,13405,lowrank_ssr,5,old_boundary_iou,15.674434533282803,percent
replication,13405,lowrank_ssr,5,old_boundary_margin,1.607495665550232,logit
replication,13405,lowrank_ssr,5,old_miou,33.53987604704476,percent
replication,13405,lowrank_ssr,6,all_miou,33.625440362352904,percent
replication,13405,lowrank_ssr,6,new_miou,14.501253531230798,percent
replication,13405,lowrank_ssr,6,old_boundary_iou,17.35260880630773,percent
replication,13405,lowrank_ssr,6,old_boundary_margin,7.932336807250977,logit
replication,13405,lowrank_ssr,6,old_miou,32.898640298529656,percent
replication,13405,lowrank_ssr,7,all_miou,29.1176534601315,percent
replication,13405,lowrank_ssr,7,new_miou,8.276683065791252,percent
replication,13405,lowrank_ssr,7,old_boundary_iou,15.78806096007408,percent
replication,13405,lowrank_ssr,7,old_boundary_margin,4.362107276916504,logit
replication,13405,lowrank_ssr,7,old_miou,29.038703141075832,percent
replication,13405,lowrank_ssr,8,all_miou,23.5510584076206,percent
replication,13405,lowrank_ssr,8,new_miou,2.077528536860206,percent
replication,13405,lowrank_ssr,8,old_boundary_iou,11.075088607908391,percent
replication,13405,lowrank_ssr,8,old_boundary_margin,2.3384361267089844,logit
replication,13405,lowrank_ssr,8,old_miou,26.19956360046654,percent
replication,13405,lowrank_ssr,9,all_miou,13.464513589095839,percent
replication,13405,lowrank_ssr,9,new_miou,10.687746242759385,percent
replication,13405,lowrank_ssr,9,old_boundary_iou,7.692707863311962,percent
replication,13405,lowrank_ssr,9,old_boundary_margin,1.5743955373764038,logit
replication,13405,lowrank_ssr,9,old_miou,14.366806974397628,percent
replication,13406,lowrank,1,all_miou,72.55655948976148,percent
replication,13406,lowrank,1,new_miou,31.43330967805365,percent
replication,13406,lowrank,1,old_boundary_iou,36.436738641743375,percent
replication,13406,lowrank,1,old_boundary_margin,3.40106201171875,logit
replication,13406,lowrank,1,old_miou,74.91714344136415,percent
replication,13406,lowrank,10,all_miou,15.674378939465598,percent
