task_family,dataset,model,run_id,recipe,distance_mapping,seed,data_offset,n_edits,metric,value,result_path
editing,cf,gpt2-xl,legacy:cf/cf_ssr_only_gaussian_reference_projective_l0p003_seed9329/results.json,ssr_only,projective,9329,500,100,locality,8.66401400886695,results/meeting_20260803/imported_decisive_editing/cf/ssr_only/projective/seed_9329/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9311/results.json,stabilized,none,9311,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9311/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9311/results.json,stabilized,none,9311,500,100,final_history_efficacy,8.0,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9311/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9311/results.json,stabilized,none,9311,500,100,final_history_locality,5.834426113102585,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9311/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9311/results.json,stabilized,none,9311,500,100,locality,8.751651371504314,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9311/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9313/results.json,stabilized,none,9313,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9313/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9313/results.json,stabilized,none,9313,500,100,final_history_efficacy,10.0,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9313/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9313/results.json,stabilized,none,9313,500,100,final_history_locality,6.839329134917371,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9313/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9313/results.json,stabilized,none,9313,500,100,locality,7.9398076596606,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9313/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9315/results.json,stabilized,none,9315,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9315/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9315/results.json,stabilized,none,9315,500,100,final_history_efficacy,9.0,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9315/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9315/results.json,stabilized,none,9315,500,100,final_history_locality,5.197056130144367,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9315/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9315/results.json,stabilized,none,9315,500,100,locality,10.147018912460089,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9315/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9317/results.json,stabilized,none,9317,500,100,efficacy,99.0,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9317/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9317/results.json,stabilized,none,9317,500,100,final_history_efficacy,7.000000000000001,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9317/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9317/results.json,stabilized,none,9317,500,100,final_history_locality,3.2607577063459425,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9317/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9317/results.json,stabilized,none,9317,500,100,locality,9.42398181883476,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9317/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9319/results.json,stabilized,none,9319,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9319/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9319/results.json,stabilized,none,9319,500,100,final_history_efficacy,8.0,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9319/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9319/results.json,stabilized,none,9319,500,100,final_history_locality,7.956291339379576,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9319/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9319/results.json,stabilized,none,9319,500,100,locality,9.510782110046813,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9319/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9321/results.json,stabilized,none,9321,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9321/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9321/results.json,stabilized,none,9321,500,100,final_history_efficacy,8.0,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9321/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9321/results.json,stabilized,none,9321,500,100,final_history_locality,6.588632037896742,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9321/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9321/results.json,stabilized,none,9321,500,100,locality,9.415207096824744,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9321/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9323/results.json,stabilized,none,9323,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9323/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9323/results.json,stabilized,none,9323,500,100,final_history_efficacy,16.0,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9323/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9323/results.json,stabilized,none,9323,500,100,final_history_locality,7.467751529516234,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9323/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9323/results.json,stabilized,none,9323,500,100,locality,7.741499431940607,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9323/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9325/results.json,stabilized,none,9325,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9325/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9325/results.json,stabilized,none,9325,500,100,final_history_efficacy,9.0,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9325/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9325/results.json,stabilized,none,9325,500,100,final_history_locality,7.013256433109376,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9325/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9325/results.json,stabilized,none,9325,500,100,locality,9.423631189072363,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9325/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9327/results.json,stabilized,none,9327,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9327/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9327/results.json,stabilized,none,9327,500,100,final_history_efficacy,18.0,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9327/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9327/results.json,stabilized,none,9327,500,100,final_history_locality,4.965075039339746,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9327/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9327/results.json,stabilized,none,9327,500,100,locality,7.6426936625466055,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9327/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9329/results.json,stabilized,none,9329,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9329/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9329/results.json,stabilized,none,9329,500,100,final_history_efficacy,16.0,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9329/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9329/results.json,stabilized,none,9329,500,100,final_history_locality,6.527448776713482,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9329/result_record.json
editing,cf,gpt2-xl,legacy:cf/cf_anchor_spectral_control_seed9329/results.json,stabilized,none,9329,500,100,locality,6.821990754343697,results/meeting_20260803/imported_decisive_editing/cf/stabilized/none/seed_9329/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9311/results.json,full,projective,9311,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9311/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9311/results.json,full,projective,9311,500,100,final_history_efficacy,64.0,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9311/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9311/results.json,full,projective,9311,500,100,final_history_locality,34.561002886002875,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9311/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9311/results.json,full,projective,9311,500,100,locality,42.972005772005765,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9311/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9313/results.json,full,projective,9313,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9313/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9313/results.json,full,projective,9313,500,100,final_history_efficacy,61.0,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9313/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9313/results.json,full,projective,9313,500,100,final_history_locality,35.72279942279941,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9313/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9313/results.json,full,projective,9313,500,100,locality,38.75898268398268,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9313/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9315/results.json,full,projective,9315,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9315/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9315/results.json,full,projective,9315,500,100,final_history_efficacy,57.99999999999999,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9315/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9315/results.json,full,projective,9315,500,100,final_history_locality,31.13311688311687,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9315/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9315/results.json,full,projective,9315,500,100,locality,39.278318903318905,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9315/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9317/results.json,full,projective,9317,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9317/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9317/results.json,full,projective,9317,500,100,final_history_efficacy,62.0,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9317/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9317/results.json,full,projective,9317,500,100,final_history_locality,36.11284271284271,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9317/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9317/results.json,full,projective,9317,500,100,locality,40.88629148629148,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9317/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9319/results.json,full,projective,9319,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9319/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9319/results.json,full,projective,9319,500,100,final_history_efficacy,62.0,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9319/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9319/results.json,full,projective,9319,500,100,final_history_locality,32.86244588744588,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9319/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9319/results.json,full,projective,9319,500,100,locality,39.97561327561327,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9319/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9321/results.json,full,projective,9321,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9321/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9321/results.json,full,projective,9321,500,100,final_history_efficacy,57.99999999999999,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9321/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9321/results.json,full,projective,9321,500,100,final_history_locality,34.98474025974025,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9321/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9321/results.json,full,projective,9321,500,100,locality,39.814069264069246,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9321/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9323/results.json,full,projective,9323,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9323/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9323/results.json,full,projective,9323,500,100,final_history_efficacy,53.0,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9323/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9323/results.json,full,projective,9323,500,100,final_history_locality,28.310064935064926,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9323/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9323/results.json,full,projective,9323,500,100,locality,37.87799422799423,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9323/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9325/results.json,full,projective,9325,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9325/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9325/results.json,full,projective,9325,500,100,final_history_efficacy,61.0,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9325/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9325/results.json,full,projective,9325,500,100,final_history_locality,30.735858585858576,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9325/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_full_gaussian_reference_projective_l0p003_seed9325/results.json,full,projective,9325,500,100,locality,40.66013708513708,results/meeting_20260803/imported_decisive_editing/recent/full/projective/seed_9325/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9311/results.json,plain,none,9311,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9311/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9311/results.json,plain,none,9311,500,100,final_history_efficacy,62.0,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9311/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9311/results.json,plain,none,9311,500,100,final_history_locality,37.545021645021635,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9311/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9311/results.json,plain,none,9311,500,100,locality,40.921572871572856,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9311/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9313/results.json,plain,none,9313,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9313/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9313/results.json,plain,none,9313,500,100,final_history_efficacy,55.00000000000001,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9313/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9313/results.json,plain,none,9313,500,100,final_history_locality,30.674819624819616,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9313/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9313/results.json,plain,none,9313,500,100,locality,39.64227994227995,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9313/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9315/results.json,plain,none,9315,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9315/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9315/results.json,plain,none,9315,500,100,final_history_efficacy,59.0,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9315/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9315/results.json,plain,none,9315,500,100,final_history_locality,33.16172438672438,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9315/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9315/results.json,plain,none,9315,500,100,locality,41.142640692640676,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9315/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9317/results.json,plain,none,9317,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9317/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9317/results.json,plain,none,9317,500,100,final_history_efficacy,55.00000000000001,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9317/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9317/results.json,plain,none,9317,500,100,final_history_locality,37.86767676767676,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9317/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9317/results.json,plain,none,9317,500,100,locality,40.85974025974026,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9317/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9319/results.json,plain,none,9319,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9319/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9319/results.json,plain,none,9319,500,100,final_history_efficacy,46.0,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9319/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9319/results.json,plain,none,9319,500,100,final_history_locality,31.372727272727268,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9319/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9319/results.json,plain,none,9319,500,100,locality,39.49350649350649,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9319/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9321/results.json,plain,none,9321,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9321/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9321/results.json,plain,none,9321,500,100,final_history_efficacy,59.0,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9321/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9321/results.json,plain,none,9321,500,100,final_history_locality,35.56482683982682,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9321/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9321/results.json,plain,none,9321,500,100,locality,39.22954545454545,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9321/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9323/results.json,plain,none,9323,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9323/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9323/results.json,plain,none,9323,500,100,final_history_efficacy,57.99999999999999,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9323/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9323/results.json,plain,none,9323,500,100,final_history_locality,30.927958152958148,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9323/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9323/results.json,plain,none,9323,500,100,locality,38.796176046176036,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9323/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9325/results.json,plain,none,9325,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9325/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9325/results.json,plain,none,9325,500,100,final_history_efficacy,61.0,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9325/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9325/results.json,plain,none,9325,500,100,final_history_locality,30.417207792207783,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9325/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9325/results.json,plain,none,9325,500,100,locality,40.491053391053384,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9325/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9327/results.json,plain,none,9327,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9327/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9327/results.json,plain,none,9327,500,100,final_history_efficacy,59.0,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9327/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9327/results.json,plain,none,9327,500,100,final_history_locality,35.25490620490619,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9327/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9327/results.json,plain,none,9327,500,100,locality,42.13152958152958,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9327/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9329/results.json,plain,none,9329,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9329/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9329/results.json,plain,none,9329,500,100,final_history_efficacy,50.0,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9329/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9329/results.json,plain,none,9329,500,100,final_history_locality,23.783116883116882,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9329/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_true_ft_control_seed9329/results.json,plain,none,9329,500,100,locality,41.408152958152954,results/meeting_20260803/imported_decisive_editing/recent/plain/none/seed_9329/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_ssr_only_gaussian_reference_projective_l0p003_seed9311/results.json,ssr_only,projective,9311,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/recent/ssr_only/projective/seed_9311/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_ssr_only_gaussian_reference_projective_l0p003_seed9311/results.json,ssr_only,projective,9311,500,100,final_history_efficacy,61.0,results/meeting_20260803/imported_decisive_editing/recent/ssr_only/projective/seed_9311/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_ssr_only_gaussian_reference_projective_l0p003_seed9311/results.json,ssr_only,projective,9311,500,100,final_history_locality,31.082323232323226,results/meeting_20260803/imported_decisive_editing/recent/ssr_only/projective/seed_9311/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_ssr_only_gaussian_reference_projective_l0p003_seed9311/results.json,ssr_only,projective,9311,500,100,locality,42.186399711399716,results/meeting_20260803/imported_decisive_editing/recent/ssr_only/projective/seed_9311/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_ssr_only_gaussian_reference_projective_l0p003_seed9313/results.json,ssr_only,projective,9313,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/recent/ssr_only/projective/seed_9313/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_ssr_only_gaussian_reference_projective_l0p003_seed9313/results.json,ssr_only,projective,9313,500,100,final_history_efficacy,62.0,results/meeting_20260803/imported_decisive_editing/recent/ssr_only/projective/seed_9313/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_ssr_only_gaussian_reference_projective_l0p003_seed9313/results.json,ssr_only,projective,9313,500,100,final_history_locality,34.20966810966811,results/meeting_20260803/imported_decisive_editing/recent/ssr_only/projective/seed_9313/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_ssr_only_gaussian_reference_projective_l0p003_seed9313/results.json,ssr_only,projective,9313,500,100,locality,39.2553391053391,results/meeting_20260803/imported_decisive_editing/recent/ssr_only/projective/seed_9313/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_ssr_only_gaussian_reference_projective_l0p003_seed9315/results.json,ssr_only,projective,9315,500,100,efficacy,100.0,results/meeting_20260803/imported_decisive_editing/recent/ssr_only/projective/seed_9315/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_ssr_only_gaussian_reference_projective_l0p003_seed9315/results.json,ssr_only,projective,9315,500,100,final_history_efficacy,59.0,results/meeting_20260803/imported_decisive_editing/recent/ssr_only/projective/seed_9315/result_record.json
editing,recent,gpt2-xl,legacy:recent/recent_ssr_only_gaussian_reference_projective_l0p003_seed9315/results.json,ssr_only,projective,9315,500,100,final_history_locality,34.13751803751802,results/meeting_20260803/imported_decisive_editing/recent/ssr_only/projective/seed_9315/result_record.json
