seed,arm,ssr_lambda,edits,immediate_efficacy_pct,immediate_locality_pct,immediate_rephrase_pct,history_efficacy_pct,pre_edit_output_consistency_pct,center_surround_contrast,kernel_alignment,effective_rank,source_sha256
14239,LoRA,0.0,5,80.0,0.0,40.0,0.0,28.625277057290077,-0.006818752684401781,-0.0052341168619542645,6.328234889677592,0054691857f3e7b62e5b94ac05dc5c2dbdaa41b60b6950e4c240e34fd4d2073b
14239,LoRA,0.0,10,90.0,0.0,50.0,10.0,26.047956198453903,-0.006548391765266258,-0.005641253975422192,6.534167570727212,0054691857f3e7b62e5b94ac05dc5c2dbdaa41b60b6950e4c240e34fd4d2073b
14239,LoRA,0.0,25,80.0,2.0,44.0,4.0,18.063391931355,-0.0045131565405297025,-0.0001192222316603874,6.856562198272773,0054691857f3e7b62e5b94ac05dc5c2dbdaa41b60b6950e4c240e34fd4d2073b
14239,LoRA,0.0,50,76.0,1.0,52.0,2.0,18.07168759405613,-0.004431018649484031,-0.0019326518945490534,7.038836249283381,0054691857f3e7b62e5b94ac05dc5c2dbdaa41b60b6950e4c240e34fd4d2073b
14239,LoRA,0.0,100,75.0,1.5,49.0,1.0,31.299182027578354,-0.005102292788381289,-0.008454613999804548,7.081580912428243,0054691857f3e7b62e5b94ac05dc5c2dbdaa41b60b6950e4c240e34fd4d2073b
14239,LoRA,0.0,250,61.6,0.8,42.4,0.0,28.563491813838482,-0.006693950802270723,-0.005755422024646708,7.130050130188465,0054691857f3e7b62e5b94ac05dc5c2dbdaa41b60b6950e4c240e34fd4d2073b
14240,LoRA,0.0,1,100.0,0.0,0.0,100.0,20.427927188575268,-0.002114095739671029,-0.0043160457748204605,6.411998474172183,50e6ff18401d5cc81409de5e3af93a7237591e9149565a57c03ef8c4c1258cea
14240,LoRA,0.0,2,100.0,0.0,50.0,50.0,16.55581258237362,-0.0006167549997501607,1.0625626340957507e-05,6.294487927641187,50e6ff18401d5cc81409de5e3af93a7237591e9149565a57c03ef8c4c1258cea
14240,LoRA,0.0,5,80.0,0.0,60.0,0.0,17.95583236962557,-2.7829658522802742e-05,-0.0017211642001971734,6.564481855503151,50e6ff18401d5cc81409de5e3af93a7237591e9149565a57c03ef8c4c1258cea
14240,LoRA,0.0,10,80.0,5.0,60.0,10.0,16.404216922819614,-0.002103814396832604,-0.005162240166750313,6.802878866238253,50e6ff18401d5cc81409de5e3af93a7237591e9149565a57c03ef8c4c1258cea
14240,LoRA,0.0,25,88.0,2.0,48.0,4.0,15.916017442941666,-0.002767639236740901,-0.004461504983672577,7.013395768191133,50e6ff18401d5cc81409de5e3af93a7237591e9149565a57c03ef8c4c1258cea
14240,LoRA,0.0,50,76.0,1.0,50.0,2.0,16.55581332743168,-0.0034941841955255116,-0.0062040782252422225,7.127305007406643,50e6ff18401d5cc81409de5e3af93a7237591e9149565a57c03ef8c4c1258cea
14240,LoRA,0.0,100,63.0,0.5,46.0,1.0,16.556636430323124,-0.0033844585902573143,-0.004581929828418652,7.1543222804154665,50e6ff18401d5cc81409de5e3af93a7237591e9149565a57c03ef8c4c1258cea
14240,LoRA,0.0,250,57.599999999999994,0.6,44.800000000000004,0.0,28.56841031461954,-0.0065540948240335895,-0.008115407936449921,7.190067586089883,50e6ff18401d5cc81409de5e3af93a7237591e9149565a57c03ef8c4c1258cea
14231,LoRA+SSR,0.03,1,100.0,0.0,0.0,100.0,18.76627542078495,0.018719062774575183,0.027350930602031958,5.858141573412078,d0aa3f301ac5f6e792804ee3f0543214d03f01b65bf2998032da65fa3c7cde7e
14231,LoRA+SSR,0.03,2,100.0,0.0,0.0,50.0,18.766777403652668,0.03768297966702708,0.06073255065140464,6.014440534370286,d0aa3f301ac5f6e792804ee3f0543214d03f01b65bf2998032da65fa3c7cde7e
14231,LoRA+SSR,0.03,5,100.0,0.0,20.0,20.0,18.766212090849876,0.08278372482995369,0.13859249798614265,6.397308214434555,d0aa3f301ac5f6e792804ee3f0543214d03f01b65bf2998032da65fa3c7cde7e
14231,LoRA+SSR,0.03,10,100.0,0.0,40.0,10.0,18.89682449400425,0.1253234393162919,0.22729936787592514,6.63711991161108,d0aa3f301ac5f6e792804ee3f0543214d03f01b65bf2998032da65fa3c7cde7e
14231,LoRA+SSR,0.03,25,92.0,0.0,56.00000000000001,4.0,19.694202579557896,0.2589789261110127,0.4809672312944063,6.844445108303002,d0aa3f301ac5f6e792804ee3f0543214d03f01b65bf2998032da65fa3c7cde7e
14231,LoRA+SSR,0.03,50,92.0,1.0,56.00000000000001,2.0,18.824815191328526,0.3436178406700492,0.6409308652260474,6.902434790773051,d0aa3f301ac5f6e792804ee3f0543214d03f01b65bf2998032da65fa3c7cde7e
14231,LoRA+SSR,0.03,100,88.0,0.5,51.0,1.0,18.766189739108086,0.36690084716039045,0.7056903620915753,7.020839170685836,d0aa3f301ac5f6e792804ee3f0543214d03f01b65bf2998032da65fa3c7cde7e
14231,LoRA+SSR,0.03,250,82.39999999999999,0.2,42.0,0.78125,18.766555935144424,0.3351032765848296,0.7104151087946126,7.167658250246729,d0aa3f301ac5f6e792804ee3f0543214d03f01b65bf2998032da65fa3c7cde7e
14232,LoRA+SSR,0.03,1,100.0,0.0,100.0,100.0,20.651628077030182,0.019384617110647793,0.03214829806139668,6.40078986968313,f1eef3a5b4f584ea1134863f91b60ffcae7536ae2d4cccd1894638d2e017681e
14232,LoRA+SSR,0.03,2,100.0,0.0,100.0,50.0,20.668651722371578,0.03767429487613429,0.060109779138916304,6.362062553209918,f1eef3a5b4f584ea1134863f91b60ffcae7536ae2d4cccd1894638d2e017681e
14232,LoRA+SSR,0.03,5,80.0,0.0,80.0,20.0,20.66539768129587,0.07984979878944744,0.13520334552906985,6.5732661581465175,f1eef3a5b4f584ea1134863f91b60ffcae7536ae2d4cccd1894638d2e017681e
14232,LoRA+SSR,0.03,10,80.0,0.0,70.0,10.0,20.71989979594946,0.14492849140827144,0.25988542794116903,6.724012665450573,f1eef3a5b4f584ea1134863f91b60ffcae7536ae2d4cccd1894638d2e017681e
14232,LoRA+SSR,0.03,25,80.0,0.0,56.00000000000001,4.0,20.68780977278948,0.24961196285273346,0.4636872043567044,6.85562788695097,f1eef3a5b4f584ea1134863f91b60ffcae7536ae2d4cccd1894638d2e017681e
14232,LoRA+SSR,0.03,50,78.0,0.0,54.0,2.0,20.393631793558598,0.3310618271519031,0.6275110049173236,7.013057100985732,f1eef3a5b4f584ea1134863f91b60ffcae7536ae2d4cccd1894638d2e017681e
14232,LoRA+SSR,0.03,100,67.0,0.0,44.0,0.0,20.882338099181652,0.3663219196189727,0.706250674889556,7.007000392036779,f1eef3a5b4f584ea1134863f91b60ffcae7536ae2d4cccd1894638d2e017681e
14232,LoRA+SSR,0.03,250,64.0,0.8,37.6,0.78125,21.476679109036922,0.3314909893753273,0.7070402976657663,7.047954311328275,f1eef3a5b4f584ea1134863f91b60ffcae7536ae2d4cccd1894638d2e017681e
14233,LoRA+SSR,0.03,1,100.0,0.0,0.0,100.0,19.189569726586342,0.02667027266163911,0.03844157651993945,6.309494448559625,6cd6f0da9bbdfbaca352124bf71a2e857feb8bed54b72185fe81f0d71265e076
14233,LoRA+SSR,0.03,2,100.0,0.0,50.0,50.0,19.24534235149622,0.04162683279719204,0.06739417508028314,6.402830168604851,6cd6f0da9bbdfbaca352124bf71a2e857feb8bed54b72185fe81f0d71265e076
14233,LoRA+SSR,0.03,5,100.0,0.0,60.0,20.0,19.246317073702812,0.08172205057261245,0.14035636801937862,6.672265953251293,6cd6f0da9bbdfbaca352124bf71a2e857feb8bed54b72185fe81f0d71265e076
14233,LoRA+SSR,0.03,10,100.0,0.0,70.0,10.0,19.23987753689289,0.13506612762077047,0.2463168485888413,6.7827261090278625,6cd6f0da9bbdfbaca352124bf71a2e857feb8bed54b72185fe81f0d71265e076
14233,LoRA+SSR,0.03,25,88.0,0.0,72.0,4.0,19.240722805261612,0.2541036647079246,0.4685232140389936,6.863574773073196,6cd6f0da9bbdfbaca352124bf71a2e857feb8bed54b72185fe81f0d71265e076
14233,LoRA+SSR,0.03,50,82.0,0.0,64.0,2.0,19.288763776421547,0.33123822257454905,0.6162083852770073,6.862703789557729,6cd6f0da9bbdfbaca352124bf71a2e857feb8bed54b72185fe81f0d71265e076
14233,LoRA+SSR,0.03,100,75.0,0.0,54.0,2.0,28.94980702549219,0.3635675965675286,0.7022835096078259,7.013507272515978,6cd6f0da9bbdfbaca352124bf71a2e857feb8bed54b72185fe81f0d71265e076
14233,LoRA+SSR,0.03,250,70.8,0.2,52.0,0.0,19.28932163864374,0.33243276963808704,0.709203840898616,7.087985111134393,6cd6f0da9bbdfbaca352124bf71a2e857feb8bed54b72185fe81f0d71265e076
14234,LoRA+SSR,0.03,1,100.0,0.0,100.0,100.0,19.428879395127296,0.02017742896922365,0.029392921077097914,6.245921326535089,7a74bafda5ab4a46099c2cce5b6cb37384eabc99acbf5cd4f3fa524e25d3fc21
14234,LoRA+SSR,0.03,2,100.0,0.0,100.0,50.0,19.428827241063118,0.03357166799417298,0.05385267140601562,6.198783716985157,7a74bafda5ab4a46099c2cce5b6cb37384eabc99acbf5cd4f3fa524e25d3fc21
14234,LoRA+SSR,0.03,5,100.0,0.0,100.0,20.0,19.4289593026042,0.06882173464899616,0.1196673543558323,6.462098062038422,7a74bafda5ab4a46099c2cce5b6cb37384eabc99acbf5cd4f3fa524e25d3fc21
14234,LoRA+SSR,0.03,10,100.0,0.0,90.0,10.0,19.429816119372845,0.1338343242782035,0.24468749553696917,6.687587338898863,7a74bafda5ab4a46099c2cce5b6cb37384eabc99acbf5cd4f3fa524e25d3fc21
14234,LoRA+SSR,0.03,25,76.0,0.0,60.0,4.0,19.554735906422138,0.24691910316635457,0.450990233104676,6.7335342190095355,7a74bafda5ab4a46099c2cce5b6cb37384eabc99acbf5cd4f3fa524e25d3fc21
14234,LoRA+SSR,0.03,50,78.0,0.0,52.0,2.0,19.428827241063118,0.33167601549731834,0.6189120379941804,6.919850921524422,7a74bafda5ab4a46099c2cce5b6cb37384eabc99acbf5cd4f3fa524e25d3fc21
14234,LoRA+SSR,0.03,100,79.0,1.0,48.0,0.0,19.592823833227158,0.36671878424073967,0.6975476445098008,6.9205356532973905,7a74bafda5ab4a46099c2cce5b6cb37384eabc99acbf5cd4f3fa524e25d3fc21
14234,LoRA+SSR,0.03,250,76.4,0.4,44.800000000000004,0.0,19.81076020747423,0.3250819650877799,0.6972555526133094,6.914965860545635,7a74bafda5ab4a46099c2cce5b6cb37384eabc99acbf5cd4f3fa524e25d3fc21
14235,LoRA+SSR,0.03,1,100.0,0.0,0.0,100.0,22.429566457867622,0.019339717167895287,0.031471162702863306,6.427160888910294,d4f8491fc17fea16bd3e0bae07601f27d7a6f2e80118acc127191009a0d1253c
14235,LoRA+SSR,0.03,2,100.0,0.0,50.0,50.0,20.456810295581818,0.039447692565902664,0.06434698879596518,6.300539508461952,d4f8491fc17fea16bd3e0bae07601f27d7a6f2e80118acc127191009a0d1253c
14235,LoRA+SSR,0.03,5,100.0,0.0,40.0,20.0,20.950321294367313,0.07988461412190061,0.1429387861280702,6.68918884226254,d4f8491fc17fea16bd3e0bae07601f27d7a6f2e80118acc127191009a0d1253c
14235,LoRA+SSR,0.03,10,80.0,0.0,30.0,10.0,21.01762890815735,0.13864050921984017,0.2503867444050099,6.715364181569644,d4f8491fc17fea16bd3e0bae07601f27d7a6f2e80118acc127191009a0d1253c
14235,LoRA+SSR,0.03,25,84.0,0.0,40.0,4.0,21.339069865643978,0.26158750110438894,0.49373167753219604,6.964421712926455,d4f8491fc17fea16bd3e0bae07601f27d7a6f2e80118acc127191009a0d1253c
14235,LoRA+SSR,0.03,50,86.0,0.0,40.0,0.0,21.666112542152405,0.3371108082522239,0.6492666093898671,7.149035375033106,d4f8491fc17fea16bd3e0bae07601f27d7a6f2e80118acc127191009a0d1253c
14235,LoRA+SSR,0.03,100,75.0,0.0,37.0,1.0,20.953492633998394,0.36546969240797417,0.7137801579332778,7.206279305475099,d4f8491fc17fea16bd3e0bae07601f27d7a6f2e80118acc127191009a0d1253c
14235,LoRA+SSR,0.03,250,70.8,0.2,35.199999999999996,0.78125,20.97416166216135,0.33114110425646814,0.7090487565313066,7.193502137703555,d4f8491fc17fea16bd3e0bae07601f27d7a6f2e80118acc127191009a0d1253c
14236,LoRA+SSR,0.03,1,100.0,0.0,100.0,100.0,18.24894528836012,0.018655728733782392,0.02738530494700951,6.147812073784215,a1fc319bc3df95242d10c5ca9c25019ad89f2425e309cb74e6e782f975f8d33c
