rank,method,seed,coefficient,avg_accuracy,avg_forgetting,result_file
32,kd_ssr,17433,1.0,80.0467692890044,2.743851517307757,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ssr/seed_17433/result.json
32,kd_ssr,17435,1.0,80.62511382623643,2.005993554807277,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ssr/seed_17435/result.json
32,kd_ssr,17437,1.0,80.82845039630755,2.4027340387169698,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ssr/seed_17437/result.json
32,kd_ssr,17439,1.0,79.93547016866435,2.7365747229524895,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ssr/seed_17439/result.json
32,kd_ssr,17441,1.0,79.96848856975555,2.5561960703183506,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ssr/seed_17441/result.json
32,kd_ssr,17443,1.0,80.34173868826296,2.4551082033992815,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ssr/seed_17443/result.json
32,kd_ssr,17445,1.0,80.01767429037905,2.6302441865971256,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ssr/seed_17445/result.json
32,kd_ssr,17447,1.0,80.14148911749258,2.634728742728294,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ssr/seed_17447/result.json
32,kd_ssr,17449,1.0,79.91451697128463,2.8206313767895,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ssr/seed_17449/result.json
32,kd_ssr_locked,17431,0.0,80.44676317240912,2.319164540712839,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ssr_locked/seed_17431/result.json
32,kd_ssr_locked,17433,0.0,80.0467692890044,2.743851517307757,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ssr_locked/seed_17433/result.json
32,kd_ssr_locked,17435,0.0,80.62511382623643,2.005993554807277,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ssr_locked/seed_17435/result.json
32,kd_ssr_locked,17437,0.0,80.82845039630755,2.4027340387169698,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ssr_locked/seed_17437/result.json
32,kd_ssr_locked,17439,0.0,79.93547016866435,2.7365747229524895,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ssr_locked/seed_17439/result.json
32,kd_ssr_locked,17441,0.0,79.96848856975555,2.5561960703183506,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ssr_locked/seed_17441/result.json
32,kd_ssr_locked,17443,0.0,80.34173868826296,2.4551082033992815,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ssr_locked/seed_17443/result.json
32,kd_ssr_locked,17445,0.0,80.01767429037905,2.6302441865971256,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ssr_locked/seed_17445/result.json
32,kd_ssr_locked,17447,0.0,80.14148911749258,2.634728742728294,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ssr_locked/seed_17447/result.json
32,kd_ssr_locked,17449,0.0,79.91451697128463,2.8206313767895,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ssr_locked/seed_17449/result.json
32,kd_ewc,17431,10000.0,81.65774871083593,0.9248798095579338,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ewc/seed_17431/result.json
32,kd_ewc,17433,10000.0,81.16480983883349,0.8757063834771938,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ewc/seed_17433/result.json
32,kd_ewc,17435,10000.0,81.5231724448274,0.6765802198014071,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ewc/seed_17435/result.json
32,kd_ewc,17437,10000.0,81.78910394532258,1.0019612163913276,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ewc/seed_17437/result.json
32,kd_ewc,17439,10000.0,81.68960013702133,0.7106902561745839,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ewc/seed_17439/result.json
32,kd_ewc,17441,10000.0,81.46584796371664,0.5979101633325428,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ewc/seed_17441/result.json
32,kd_ewc,17443,10000.0,81.36484410174562,0.805624477550127,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ewc/seed_17443/result.json
32,kd_ewc,17445,10000.0,81.13842089134724,1.0583233456512466,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ewc/seed_17445/result.json
32,kd_ewc,17447,10000.0,81.71066632773551,0.6587874983244911,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ewc/seed_17447/result.json
32,kd_ewc,17449,10000.0,81.5050720722691,0.682793211718493,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ewc/seed_17449/result.json
32,kd_mas,17431,1.0,80.77206193607255,1.9636968258691867,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_mas/seed_17431/result.json
32,kd_mas,17433,1.0,80.47203358364563,2.0723618301557467,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_mas/seed_17433/result.json
32,kd_mas,17435,1.0,80.31585362572413,2.164261396638641,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_mas/seed_17435/result.json
32,kd_mas,17437,1.0,80.9231047752336,1.625267818472658,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_mas/seed_17437/result.json
32,kd_mas,17439,1.0,80.73240014539334,2.3468780364755895,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_mas/seed_17439/result.json
32,kd_mas,17441,1.0,80.5337646567625,1.9347744023558884,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_mas/seed_17441/result.json
32,kd_mas,17443,1.0,80.32721489922501,2.0643540607806825,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_mas/seed_17443/result.json
32,kd_mas,17445,1.0,80.15343480231328,2.2841814720475835,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_mas/seed_17445/result.json
32,kd_mas,17447,1.0,81.13563781600331,1.6028422625283973,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_mas/seed_17447/result.json
32,kd_mas,17449,1.0,80.68980589518583,2.2340105939177604,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_mas/seed_17449/result.json
32,kd_si,17431,0.001,78.05583237457682,4.3911234334114395,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_si/seed_17431/result.json
32,kd_si,17433,0.001,78.946439070954,3.6934507407095096,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_si/seed_17433/result.json
32,kd_si,17435,0.001,79.58581297487163,2.740323732378404,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_si/seed_17435/result.json
32,kd_si,17437,0.001,78.70004602599944,4.248263228412505,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_si/seed_17437/result.json
32,kd_si,17439,0.001,78.48394975088968,3.7753038492420132,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_si/seed_17439/result.json
32,kd_si,17441,0.001,79.08584173633145,3.0829313925161195,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_si/seed_17441/result.json
32,kd_si,17443,0.001,78.88710814058926,3.741578055094256,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_si/seed_17443/result.json
32,kd_si,17445,0.001,78.83776093476932,3.859721791619188,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_si/seed_17445/result.json
32,kd_si,17447,0.001,78.84600645516728,3.6890499482824506,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_si/seed_17447/result.json
32,kd_si,17449,0.001,78.94629397276591,3.6933823592957253,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_si/seed_17449/result.json
