rank,method,seed,coefficient,avg_accuracy,avg_forgetting,result_file
32,kd,17431,0.0,78.05583237457682,4.3911234334114395,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd/seed_17431/result.json
32,kd,17433,0.0,78.946439070954,3.6934507407095096,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd/seed_17433/result.json
32,kd,17435,0.0,79.58581297487163,2.740323732378404,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd/seed_17435/result.json
32,kd,17437,0.0,78.70004602599944,4.248263228412505,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd/seed_17437/result.json
32,kd,17439,0.0,78.48394975088968,3.7753038492420132,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd/seed_17439/result.json
32,kd,17441,0.0,79.08584173633145,3.0829313925161195,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd/seed_17441/result.json
32,kd,17443,0.0,78.88710814058926,3.741578055094256,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd/seed_17443/result.json
32,kd,17445,0.0,78.83776093476932,3.859721791619188,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd/seed_17445/result.json
32,kd,17447,0.0,78.84600645516728,3.6890499482824506,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd/seed_17447/result.json
32,kd,17449,0.0,78.94629397276591,3.6933823592957253,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd/seed_17449/result.json
32,kd_ssr,17431,1.0,80.44676317240912,2.319164540712839,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_fig6_fixedkd_regularizers_2node_20260905_r1_cub_fixedkd_lowrank_regularizers/rank_32/confirmation/kd_ssr/seed_17431/result.json
