rank,method,seed,coefficient,avg_accuracy,avg_forgetting,result_file
16,kd_protodecor,17845,0.01,79.28893844468416,3.4533009072183796,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r16_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_16/confirmation/kd_protodecor/seed_17845/result.json
16,kd_protodecor,17847,0.01,79.18169570910149,3.5839133383605044,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r16_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_16/confirmation/kd_protodecor/seed_17847/result.json
16,kd_protodecor,17849,0.01,79.55767675727985,3.124177238616866,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r16_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_16/confirmation/kd_protodecor/seed_17849/result.json
16,kd_spectral,17831,0.001,79.44646956465776,2.9496399812820036,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r16_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_16/confirmation/kd_spectral/seed_17831/result.json
16,kd_spectral,17833,0.001,79.3688949481188,2.88083980482001,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r16_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_16/confirmation/kd_spectral/seed_17833/result.json
16,kd_spectral,17835,0.001,79.77746139163,3.006217226611352,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r16_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_16/confirmation/kd_spectral/seed_17835/result.json
16,kd_spectral,17837,0.001,79.77812573462583,2.76388381309663,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r16_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_16/confirmation/kd_spectral/seed_17837/result.json
16,kd_spectral,17839,0.001,79.28869610498539,3.7579033854093624,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r16_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_16/confirmation/kd_spectral/seed_17839/result.json
16,kd_spectral,17841,0.001,79.14035889094386,3.4307203608468617,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r16_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_16/confirmation/kd_spectral/seed_17841/result.json
16,kd_spectral,17843,0.001,79.20988052767053,3.4548860303599143,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r16_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_16/confirmation/kd_spectral/seed_17843/result.json
16,kd_spectral,17845,0.001,79.16296716342075,3.281553881533414,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r16_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_16/confirmation/kd_spectral/seed_17845/result.json
16,kd_spectral,17847,0.001,79.45084486610973,3.208878952959271,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r16_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_16/confirmation/kd_spectral/seed_17847/result.json
16,kd_spectral,17849,0.001,79.53972394349196,3.0946257119107115,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r16_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_16/confirmation/kd_spectral/seed_17849/result.json
