rank,method,seed,coefficient,avg_accuracy,avg_forgetting,result_file
32,kd_orthogonal,17839,0.01,78.63645069587726,3.813516859757039,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r32_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_32/confirmation/kd_orthogonal/seed_17839/result.json
32,kd_orthogonal,17841,0.01,78.46287101767822,3.8977472354533083,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r32_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_32/confirmation/kd_orthogonal/seed_17841/result.json
32,kd_orthogonal,17843,0.01,79.21233477403769,3.3209653934613903,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r32_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_32/confirmation/kd_orthogonal/seed_17843/result.json
32,kd_orthogonal,17847,0.01,78.65559618868613,3.6323643077245804,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r32_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_32/confirmation/kd_orthogonal/seed_17847/result.json
32,kd_protodecor,17837,1.0,79.31541561410793,3.5144670595949252,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r32_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_32/confirmation/kd_protodecor/seed_17837/result.json
32,kd_protodecor,17839,1.0,78.42948558509994,4.136113061552685,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r32_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_32/confirmation/kd_protodecor/seed_17839/result.json
32,kd_protodecor,17841,1.0,78.3871445760134,3.488324807880356,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r32_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_32/confirmation/kd_protodecor/seed_17841/result.json
32,kd_protodecor,17843,1.0,78.93351501409117,3.7694519853637694,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r32_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_32/confirmation/kd_protodecor/seed_17843/result.json
32,kd_protodecor,17847,1.0,78.6880288450462,3.730661585921572,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r32_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_32/confirmation/kd_protodecor/seed_17847/result.json
32,kd_spectral,17837,0.01,78.90977761976173,3.5514240726272477,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r32_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_32/confirmation/kd_spectral/seed_17837/result.json
32,kd_spectral,17839,0.01,78.20507942564707,4.17466011438188,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r32_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_32/confirmation/kd_spectral/seed_17839/result.json
32,kd_spectral,17841,0.01,78.68460982732407,3.738742479513534,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r32_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_32/confirmation/kd_spectral/seed_17841/result.json
32,kd_spectral,17843,0.01,78.7963429446556,3.836399888356715,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r32_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_32/confirmation/kd_spectral/seed_17843/result.json
32,kd_spectral,17847,0.01,78.56143364866804,3.707585137083847,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r32_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_32/confirmation/kd_spectral/seed_17847/result.json
