rank,method,seed,coefficient,avg_accuracy,avg_forgetting,result_file
32,kd,17837,0.0,79.11277740095358,3.586107960013469,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r32_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_32/confirmation/kd/seed_17837/result.json
32,kd,17839,0.0,78.37896149262755,4.35611010141568,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r32_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_32/confirmation/kd/seed_17839/result.json
32,kd,17841,0.0,78.48769024597088,3.647552084487083,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r32_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_32/confirmation/kd/seed_17841/result.json
32,kd,17843,0.0,78.52298369532302,4.142486123603646,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r32_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_32/confirmation/kd/seed_17843/result.json
32,kd,17847,0.0,78.3774652915866,3.95889808108759,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r32_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_32/confirmation/kd/seed_17847/result.json
32,kd_ssr,17837,1.0,80.48568177503392,2.276068216234032,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r32_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_32/confirmation/kd_ssr/seed_17837/result.json
32,kd_ssr,17839,1.0,80.66546940701329,2.0503495474803723,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r32_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_32/confirmation/kd_ssr/seed_17839/result.json
32,kd_ssr,17841,1.0,80.15498030776438,2.443097033516295,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r32_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_32/confirmation/kd_ssr/seed_17841/result.json
32,kd_ssr,17843,1.0,80.1103820727003,2.4832868026520485,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r32_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_32/confirmation/kd_ssr/seed_17843/result.json
32,kd_ssr,17847,1.0,79.79737454810217,2.3959320628725065,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r32_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_32/confirmation/kd_ssr/seed_17847/result.json
32,kd_orthogonal,17837,0.01,79.25311903582487,3.437845250118038,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lowrank_geometry_r32_1node_20260906_r1_cub_lowrank_fixedkd_geometry_v1/rank_32/confirmation/kd_orthogonal/seed_17837/result.json
