target_key,target_label,aa_gain_pp,aa_ci95_low,aa_ci95_high,af_reduction_pp,af_ci95_low,af_ci95_high,dual_wins,n
prototype,Prototype SSR,0.2984759186912598,-0.033505747638769734,0.6304575850212892,0.19104194022066096,-0.15260795110708308,0.534691831548405,6,10
adapter_basis,Adapter-basis SSR,0.3059234154026228,-0.06631981351559685,0.6781666443208425,0.3486410112977133,-0.066567334059426,0.7638493566548525,7,10
joint,Joint SSR,0.7368384399306194,0.40073670604413486,1.0729401738171038,0.7952054438343669,0.46184909212785535,1.1285617955408784,9,10
