figure,panel,point_id,plot_group,task,dataset,model,method_control,method_treatment,external_method,attribution_class,rank,mapping,n,seed_ids,primary_metric,control_mean,treatment_mean,paired_change,ci_low,ci_high,development_or_confirmation,source_file,source_key,source_sha256,main_or_supp,reason_for_inclusion,selection_used_treatment_outcome
5,d,adapter_r32_treatment_treatment_aa,KD+LowRank+SSR,continual low-rank adaptation,CUB-200-2011,frozen ResNet-18 features + GELU adapter,KD+LowRank,KD+LowRank+SSR,,absolute matched-cohort coordinate,32,shared cosine,5,8411;8415;8421;8423;8425,AA (%),,,80.3295161763203,79.9716453129949,80.6873870396457,locked confirmation,source_data/figure_panels/fig6_adapter_seed_level.csv,rank=32;condition=gaussian_all_cosine;treatment_aa,71e1b6d2cd2664b0ee36dde26d7a2fe46792cede46c961bd3930a41ad7839123,main,aggregate absolute coordinate for the displayed n=5 cohort,no
5,d,adapter_r32_treatment_treatment_af,KD+LowRank+SSR,continual low-rank adaptation,CUB-200-2011,frozen ResNet-18 features + GELU adapter,KD+LowRank,KD+LowRank+SSR,,absolute matched-cohort coordinate,32,shared cosine,5,8411;8415;8421;8423;8425,AF (%),,,2.2197887563178957,1.9814044263963506,2.458173086239441,locked confirmation,source_data/figure_panels/fig6_adapter_seed_level.csv,rank=32;condition=gaussian_all_cosine;treatment_af,71e1b6d2cd2664b0ee36dde26d7a2fe46792cede46c961bd3930a41ad7839123,main,aggregate absolute coordinate for the displayed n=5 cohort,no
5,a,lora_ke_100_r8_immediate_efficacy,"rank 8, 100 edits",sequential knowledge editing,ZsRE,Qwen2.5-7B-Instruct + LoRA,LoRA,LoRA+SSR,,direct SSR attribution,8,SSR on LoRA-B output rows,10,12231;12232;12233;12234;12235;12236;12237;12238;12239;12240,immediate efficacy gain (pp),69.4,81.5,12.1,7.4,17.9,independent confirmation,source_data/ke_lora_cosmos/summary.json,cohorts.independent_100.rank_summaries.8.curves[-1].metrics.immediate_efficacy,22fa263aaa7644d52e3500c37b49d0bca1007be7c8ad3fdaa43583966194381a,main,all ten independent paired seeds retained at the plotted edit horizon,no; coefficient frozen before the confirmation cohort
5,a,lora_ke_100_r8_immediate_rephrase,"rank 8, 100 edits",sequential knowledge editing,ZsRE,Qwen2.5-7B-Instruct + LoRA,LoRA,LoRA+SSR,,direct SSR attribution,8,SSR on LoRA-B output rows,10,12231;12232;12233;12234;12235;12236;12237;12238;12239;12240,rephrase gain (pp),42.3,49.0,6.7,1.2975000000000023,12.5,independent confirmation,source_data/ke_lora_cosmos/summary.json,cohorts.independent_100.rank_summaries.8.curves[-1].metrics.immediate_rephrase,22fa263aaa7644d52e3500c37b49d0bca1007be7c8ad3fdaa43583966194381a,main,all ten independent paired seeds retained at the plotted edit horizon,no; coefficient frozen before the confirmation cohort
5,a,lora_ke_100_r16_immediate_efficacy,"rank 16, 100 edits",sequential knowledge editing,ZsRE,Qwen2.5-7B-Instruct + LoRA,LoRA,LoRA+SSR,,direct SSR attribution,16,SSR on LoRA-B output rows,10,12231;12232;12233;12234;12235;12236;12237;12238;12239;12240,immediate efficacy gain (pp),62.2,67.8,5.6,-3.900000000000001,14.9,independent confirmation,source_data/ke_lora_cosmos/summary.json,cohorts.independent_100.rank_summaries.16.curves[-1].metrics.immediate_efficacy,22fa263aaa7644d52e3500c37b49d0bca1007be7c8ad3fdaa43583966194381a,main,all ten independent paired seeds retained at the plotted edit horizon,no; coefficient frozen before the confirmation cohort
5,a,lora_ke_100_r16_immediate_rephrase,"rank 16, 100 edits",sequential knowledge editing,ZsRE,Qwen2.5-7B-Instruct + LoRA,LoRA,LoRA+SSR,,direct SSR attribution,16,SSR on LoRA-B output rows,10,12231;12232;12233;12234;12235;12236;12237;12238;12239;12240,rephrase gain (pp),41.2,43.5,2.3000000000000003,-4.6,9.4,independent confirmation,source_data/ke_lora_cosmos/summary.json,cohorts.independent_100.rank_summaries.16.curves[-1].metrics.immediate_rephrase,22fa263aaa7644d52e3500c37b49d0bca1007be7c8ad3fdaa43583966194381a,main,all ten independent paired seeds retained at the plotted edit horizon,no; coefficient frozen before the confirmation cohort
5,a,lora_ke_100_r32_immediate_efficacy,"rank 32, 100 edits",sequential knowledge editing,ZsRE,Qwen2.5-7B-Instruct + LoRA,LoRA,LoRA+SSR,,direct SSR attribution,32,SSR on LoRA-B output rows,10,12231;12232;12233;12234;12235;12236;12237;12238;12239;12240,immediate efficacy gain (pp),54.2,58.9,4.700000000000001,-6.1,14.7,independent confirmation,source_data/ke_lora_cosmos/summary.json,cohorts.independent_100.rank_summaries.32.curves[-1].metrics.immediate_efficacy,22fa263aaa7644d52e3500c37b49d0bca1007be7c8ad3fdaa43583966194381a,main,all ten independent paired seeds retained at the plotted edit horizon,no; coefficient frozen before the confirmation cohort
5,a,lora_ke_100_r32_immediate_rephrase,"rank 32, 100 edits",sequential knowledge editing,ZsRE,Qwen2.5-7B-Instruct + LoRA,LoRA,LoRA+SSR,,direct SSR attribution,32,SSR on LoRA-B output rows,10,12231;12232;12233;12234;12235;12236;12237;12238;12239;12240,rephrase gain (pp),39.9,42.4,2.499999999999999,-3.500000000000002,7.8,independent confirmation,source_data/ke_lora_cosmos/summary.json,cohorts.independent_100.rank_summaries.32.curves[-1].metrics.immediate_rephrase,22fa263aaa7644d52e3500c37b49d0bca1007be7c8ad3fdaa43583966194381a,main,all ten independent paired seeds retained at the plotted edit horizon,no; coefficient frozen before the confirmation cohort
5,a,lora_ke_100_r64_immediate_efficacy,"rank 64, 100 edits",sequential knowledge editing,ZsRE,Qwen2.5-7B-Instruct + LoRA,LoRA,LoRA+SSR,,direct SSR attribution,64,SSR on LoRA-B output rows,10,12231;12232;12233;12234;12235;12236;12237;12238;12239;12240,immediate efficacy gain (pp),45.9,48.0,2.1000000000000005,-1.7999999999999972,6.200000000000001,independent confirmation,source_data/ke_lora_cosmos/summary.json,cohorts.independent_100.rank_summaries.64.curves[-1].metrics.immediate_efficacy,22fa263aaa7644d52e3500c37b49d0bca1007be7c8ad3fdaa43583966194381a,main,all ten independent paired seeds retained at the plotted edit horizon,no; coefficient frozen before the confirmation cohort
5,a,lora_ke_100_r64_immediate_rephrase,"rank 64, 100 edits",sequential knowledge editing,ZsRE,Qwen2.5-7B-Instruct + LoRA,LoRA,LoRA+SSR,,direct SSR attribution,64,SSR on LoRA-B output rows,10,12231;12232;12233;12234;12235;12236;12237;12238;12239;12240,rephrase gain (pp),35.9,37.7,1.8,-0.8,4.4,independent confirmation,source_data/ke_lora_cosmos/summary.json,cohorts.independent_100.rank_summaries.64.curves[-1].metrics.immediate_rephrase,22fa263aaa7644d52e3500c37b49d0bca1007be7c8ad3fdaa43583966194381a,main,all ten independent paired seeds retained at the plotted edit horizon,no; coefficient frozen before the confirmation cohort
