figure,panel,point_id,plot_group,task,dataset,model,method_control,method_treatment,external_method,attribution_class,rank,mapping,n,seed_ids,primary_metric,control_mean,treatment_mean,paired_change,ci_low,ci_high,development_or_confirmation,source_file,source_key,source_sha256,main_or_supp,reason_for_inclusion,selection_used_treatment_outcome
4,f,ke_objective_anchor,six-recipe objective plane,sequential knowledge editing,WikiData Counterfact,GPT-2 XL,Plain FT,Anchor,,factorial objective context,,not applicable,10,9311;9313;9315;9317;9319;9321;9323;9325;9327;9329,absolute final-history efficacy/locality (%),11.2,8.23,,,,locked factorial confirmation,figure_source_data/Fig4c_counterfact_plane.csv,Anchor,85e366634d8c0944544df8820798530459fd6ea321144dcdac00889db1f4c39d,main,complete six-recipe component context,no
4,f,ke_objective_spectral,six-recipe objective plane,sequential knowledge editing,WikiData Counterfact,GPT-2 XL,Plain FT,Spectral,,factorial objective context,,not applicable,10,9311;9313;9315;9317;9319;9321;9323;9325;9327;9329,absolute final-history efficacy/locality (%),9.6,5.15,,,,locked factorial confirmation,figure_source_data/Fig4c_counterfact_plane.csv,Spectral,85e366634d8c0944544df8820798530459fd6ea321144dcdac00889db1f4c39d,main,complete six-recipe component context,no
4,f,ke_objective_stabilized,six-recipe objective plane,sequential knowledge editing,WikiData Counterfact,GPT-2 XL,Plain FT,Stabilized,,factorial objective context,,not applicable,10,9311;9313;9315;9317;9319;9321;9323;9325;9327;9329,absolute final-history efficacy/locality (%),10.9,6.17,,,,locked factorial confirmation,figure_source_data/Fig4c_counterfact_plane.csv,Stabilized,85e366634d8c0944544df8820798530459fd6ea321144dcdac00889db1f4c39d,main,complete six-recipe component context,no
4,f,ke_objective_ft_ssr,six-recipe objective plane,sequential knowledge editing,WikiData Counterfact,GPT-2 XL,Plain FT,FT+SSR,,factorial objective context,,cosine,10,9311;9313;9315;9317;9319;9321;9323;9325;9327;9329,absolute final-history efficacy/locality (%),12.4,7.39,,,,locked factorial confirmation,figure_source_data/Fig4c_counterfact_plane.csv,FT+SSR,85e366634d8c0944544df8820798530459fd6ea321144dcdac00889db1f4c39d,main,complete six-recipe component context,no
4,f,ke_objective_full_ssr,six-recipe objective plane,sequential knowledge editing,WikiData Counterfact,GPT-2 XL,Plain FT,Full+SSR,,factorial objective context,,projective,10,9311;9313;9315;9317;9319;9321;9323;9325;9327;9329,absolute final-history efficacy/locality (%),10.4,9.33,,,,locked factorial confirmation,figure_source_data/Fig4c_counterfact_plane.csv,Full+SSR,85e366634d8c0944544df8820798530459fd6ea321144dcdac00889db1f4c39d,main,complete six-recipe component context,no
4,d,ke_development_alphaedit_final_history_efficacy,development external comparison,sequential knowledge editing,ZsRE,Qwen2.5-7B,AlphaEdit,AlphaEdit+SSR,AlphaEdit,development-stage strong-editor addition,,,2,8951;8952,final-history efficacy gain (pp),,,5.078125,,,development; confirmation pending,source_data/development_ke/v29_alphaedit_development_selection.json,selected/final_history_efficacy,058cc5d331b14da12973427e1deb7ef9ffba71b0082c8fc35312b51b97bd3fd0,working-draft main,real two-order development screen,yes (development coefficient selection)
4,d,ke_development_alphaedit_immediate_locality_target_consistency,development external comparison,sequential knowledge editing,ZsRE,Qwen2.5-7B,AlphaEdit,AlphaEdit+SSR,AlphaEdit,development-stage strong-editor addition,,,2,8951;8952,immediate locality gain (pp),,,0.10000000000000142,,,development; confirmation pending,source_data/development_ke/v29_alphaedit_development_selection.json,selected/immediate_locality_target_consistency,058cc5d331b14da12973427e1deb7ef9ffba71b0082c8fc35312b51b97bd3fd0,working-draft main,real two-order development screen,yes (development coefficient selection)
4,d,ke_development_memit_final_history_efficacy,development external comparison,sequential knowledge editing,ZsRE,Qwen2.5-7B,MEMIT,MEMIT+SSR,MEMIT,development-stage strong-editor addition,,,2,8941;8942,final-history efficacy gain (pp),,,5.0,,,development; confirmation pending,source_data/development_ke/v29_memit_development_selection.json,selected/final_history_efficacy,2290036af868bf9924651763a862acc33856c0455a52a745cf3c0215d1374d79,working-draft main,real two-order development screen,yes (development coefficient selection)
4,d,ke_development_memit_immediate_locality_target_consistency,development external comparison,sequential knowledge editing,ZsRE,Qwen2.5-7B,MEMIT,MEMIT+SSR,MEMIT,development-stage strong-editor addition,,,2,8941;8942,immediate locality gain (pp),,,1.0,,,development; confirmation pending,source_data/development_ke/v29_memit_development_selection.json,selected/immediate_locality_target_consistency,2290036af868bf9924651763a862acc33856c0455a52a745cf3c0215d1374d79,working-draft main,real two-order development screen,yes (development coefficient selection)
4,e,ke_dataset_WikiData Counterfact_final-history efficacy (%),direct cross-dataset endpoint,sequential knowledge editing,WikiData Counterfact,GPT-2 XL,Plain FT,Plain FT+SSR,,direct SSR attribution,,cosine,10,ten paired seeds,final-history efficacy (%),10.0,12.4,2.4000000000000004,,,locked factorial confirmation,supplementary_methods.tex,tab:supp_llm_full_factorial/WikiData Counterfact/final-history efficacy (%),efe15696e90a74c0a8983ca9289645b5375d0c3019c79ffe85d3226408ed0c42,main,both absolute history endpoints retained,no
4,e,ke_dataset_WikiData Counterfact_final-history locality (%),direct cross-dataset endpoint,sequential knowledge editing,WikiData Counterfact,GPT-2 XL,Plain FT,Plain FT+SSR,,direct SSR attribution,,cosine,10,ten paired seeds,final-history locality (%),6.94,7.39,0.4499999999999993,,,locked factorial confirmation,supplementary_methods.tex,tab:supp_llm_full_factorial/WikiData Counterfact/final-history locality (%),efe15696e90a74c0a8983ca9289645b5375d0c3019c79ffe85d3226408ed0c42,main,both absolute history endpoints retained,no
4,e,ke_dataset_WikiRecent_final-history efficacy (%),direct cross-dataset endpoint,sequential knowledge editing,WikiRecent,GPT-2 XL,Plain FT,Plain FT+SSR,,direct SSR attribution,,cosine,10,ten paired seeds,final-history efficacy (%),56.4,57.7,1.3000000000000043,,,locked factorial confirmation,supplementary_methods.tex,tab:supp_llm_full_factorial/WikiRecent/final-history efficacy (%),efe15696e90a74c0a8983ca9289645b5375d0c3019c79ffe85d3226408ed0c42,main,both absolute history endpoints retained,no
4,e,ke_dataset_WikiRecent_final-history locality (%),direct cross-dataset endpoint,sequential knowledge editing,WikiRecent,GPT-2 XL,Plain FT,Plain FT+SSR,,direct SSR attribution,,cosine,10,ten paired seeds,final-history locality (%),32.66,33.72,1.0600000000000023,,,locked factorial confirmation,supplementary_methods.tex,tab:supp_llm_full_factorial/WikiRecent/final-history locality (%),efe15696e90a74c0a8983ca9289645b5375d0c3019c79ffe85d3226408ed0c42,main,both absolute history endpoints retained,no
4,e,ke_dataset_ZsRE_final-history efficacy (%),direct cross-dataset endpoint,sequential knowledge editing,ZsRE,GPT-2 XL,Plain FT,Plain FT+SSR,,direct SSR attribution,,cosine,10,ten paired seeds,final-history efficacy (%),51.1,54.2,3.1000000000000014,,,locked factorial confirmation,supplementary_methods.tex,tab:supp_llm_full_factorial/ZsRE/final-history efficacy (%),efe15696e90a74c0a8983ca9289645b5375d0c3019c79ffe85d3226408ed0c42,main,both absolute history endpoints retained,no
4,e,ke_dataset_ZsRE_final-history locality (%),direct cross-dataset endpoint,sequential knowledge editing,ZsRE,GPT-2 XL,Plain FT,Plain FT+SSR,,direct SSR attribution,,cosine,10,ten paired seeds,final-history locality (%),12.2,11.4,-0.7999999999999989,,,locked factorial confirmation,supplementary_methods.tex,tab:supp_llm_full_factorial/ZsRE/final-history locality (%),efe15696e90a74c0a8983ca9289645b5375d0c3019c79ffe85d3226408ed0c42,main,both absolute history endpoints retained,no
4,g,ke_transfer_gpt-2_xl_zsre_efficacy_gain_pp,complete-recipe transfer,sequential knowledge editing,ZsRE,GPT-2 XL,Plain FT,Full SSR recipe,,complete-recipe transfer,,recipe-specific,1,single matched run,efficacy gain (pp),,,0.0,,,matched transfer pair,figure_source_data/Fig4d_complete_recipe_transfer.csv,GPT-2 XL ZsRE / efficacy_gain_pp,6a2491070de3105195c3840629f5fb675001109c16d55a689a13e33dfb17b97f,main,all available checkpoint-family pairs; SSR is not isolated,no
4,g,ke_transfer_gpt-2_xl_zsre_locality_gain_pp,complete-recipe transfer,sequential knowledge editing,ZsRE,GPT-2 XL,Plain FT,Full SSR recipe,,complete-recipe transfer,,recipe-specific,1,single matched run,locality gain (pp),,,11.0,,,matched transfer pair,figure_source_data/Fig4d_complete_recipe_transfer.csv,GPT-2 XL ZsRE / locality_gain_pp,6a2491070de3105195c3840629f5fb675001109c16d55a689a13e33dfb17b97f,main,all available checkpoint-family pairs; SSR is not isolated,no
4,g,ke_transfer_qwen-vl_zsre_efficacy_gain_pp,complete-recipe transfer,sequential knowledge editing,ZsRE,Qwen-VL,Plain FT,Full SSR recipe,,complete-recipe transfer,,recipe-specific,1,single matched run,efficacy gain (pp),,,0.0,,,matched transfer pair,figure_source_data/Fig4d_complete_recipe_transfer.csv,Qwen-VL ZsRE / efficacy_gain_pp,6a2491070de3105195c3840629f5fb675001109c16d55a689a13e33dfb17b97f,main,all available checkpoint-family pairs; SSR is not isolated,no
4,g,ke_transfer_qwen-vl_zsre_locality_gain_pp,complete-recipe transfer,sequential knowledge editing,ZsRE,Qwen-VL,Plain FT,Full SSR recipe,,complete-recipe transfer,,recipe-specific,1,single matched run,locality gain (pp),,,19.0,,,matched transfer pair,figure_source_data/Fig4d_complete_recipe_transfer.csv,Qwen-VL ZsRE / locality_gain_pp,6a2491070de3105195c3840629f5fb675001109c16d55a689a13e33dfb17b97f,main,all available checkpoint-family pairs; SSR is not isolated,no
4,g,ke_transfer_qwen-vl_counterfact_efficacy_gain_pp,complete-recipe transfer,sequential knowledge editing,CounterFact,Qwen-VL,Plain FT,Full SSR recipe,,complete-recipe transfer,,recipe-specific,1,single matched run,efficacy gain (pp),,,3.0,,,matched transfer pair,figure_source_data/Fig4d_complete_recipe_transfer.csv,Qwen-VL CounterFact / efficacy_gain_pp,6a2491070de3105195c3840629f5fb675001109c16d55a689a13e33dfb17b97f,main,all available checkpoint-family pairs; SSR is not isolated,no
4,g,ke_transfer_qwen-vl_counterfact_locality_gain_pp,complete-recipe transfer,sequential knowledge editing,CounterFact,Qwen-VL,Plain FT,Full SSR recipe,,complete-recipe transfer,,recipe-specific,1,single matched run,locality gain (pp),,,8.18,,,matched transfer pair,figure_source_data/Fig4d_complete_recipe_transfer.csv,Qwen-VL CounterFact / locality_gain_pp,6a2491070de3105195c3840629f5fb675001109c16d55a689a13e33dfb17b97f,main,all available checkpoint-family pairs; SSR is not isolated,no
4,g,ke_transfer_qwen-vl_wikirecent_efficacy_gain_pp,complete-recipe transfer,sequential knowledge editing,WikiRecent,Qwen-VL,Plain FT,Full SSR recipe,,complete-recipe transfer,,recipe-specific,1,single matched run,efficacy gain (pp),,,12.0,,,matched transfer pair,figure_source_data/Fig4d_complete_recipe_transfer.csv,Qwen-VL WikiRecent / efficacy_gain_pp,6a2491070de3105195c3840629f5fb675001109c16d55a689a13e33dfb17b97f,main,all available checkpoint-family pairs; SSR is not isolated,no
4,g,ke_transfer_qwen-vl_wikirecent_locality_gain_pp,complete-recipe transfer,sequential knowledge editing,WikiRecent,Qwen-VL,Plain FT,Full SSR recipe,,complete-recipe transfer,,recipe-specific,1,single matched run,locality gain (pp),,,16.5,,,matched transfer pair,figure_source_data/Fig4d_complete_recipe_transfer.csv,Qwen-VL WikiRecent / locality_gain_pp,6a2491070de3105195c3840629f5fb675001109c16d55a689a13e33dfb17b97f,main,all available checkpoint-family pairs; SSR is not isolated,no
4,g,ke_transfer_llama-3_counterfact_efficacy_gain_pp,complete-recipe transfer,sequential knowledge editing,CounterFact,Llama-3,Plain FT,Full SSR recipe,,complete-recipe transfer,,recipe-specific,1,single matched run,efficacy gain (pp),,,5.0,,,matched transfer pair,figure_source_data/Fig4d_complete_recipe_transfer.csv,Llama-3 CounterFact / efficacy_gain_pp,6a2491070de3105195c3840629f5fb675001109c16d55a689a13e33dfb17b97f,main,all available checkpoint-family pairs; SSR is not isolated,no
4,g,ke_transfer_llama-3_counterfact_locality_gain_pp,complete-recipe transfer,sequential knowledge editing,CounterFact,Llama-3,Plain FT,Full SSR recipe,,complete-recipe transfer,,recipe-specific,1,single matched run,locality gain (pp),,,1.64,,,matched transfer pair,figure_source_data/Fig4d_complete_recipe_transfer.csv,Llama-3 CounterFact / locality_gain_pp,6a2491070de3105195c3840629f5fb675001109c16d55a689a13e33dfb17b97f,main,all available checkpoint-family pairs; SSR is not isolated,no
4,g,ke_transfer_llama-3_wikirecent_efficacy_gain_pp,complete-recipe transfer,sequential knowledge editing,WikiRecent,Llama-3,Plain FT,Full SSR recipe,,complete-recipe transfer,,recipe-specific,1,single matched run,efficacy gain (pp),,,10.0,,,matched transfer pair,figure_source_data/Fig4d_complete_recipe_transfer.csv,Llama-3 WikiRecent / efficacy_gain_pp,6a2491070de3105195c3840629f5fb675001109c16d55a689a13e33dfb17b97f,main,all available checkpoint-family pairs; SSR is not isolated,no
4,g,ke_transfer_llama-3_wikirecent_locality_gain_pp,complete-recipe transfer,sequential knowledge editing,WikiRecent,Llama-3,Plain FT,Full SSR recipe,,complete-recipe transfer,,recipe-specific,1,single matched run,locality gain (pp),,,3.36,,,matched transfer pair,figure_source_data/Fig4d_complete_recipe_transfer.csv,Llama-3 WikiRecent / locality_gain_pp,6a2491070de3105195c3840629f5fb675001109c16d55a689a13e33dfb17b97f,main,all available checkpoint-family pairs; SSR is not isolated,no
4,h,lowrank_ke_geometry_center_surround_contrast,low-rank knowledge-editing geometry confirmation,sequential knowledge editing mechanism cohort,ZsRE,Qwen2.5-7B-Instruct + rank-8 LoRA,LoRA,LoRA+SSR,,paired low-rank KE geometry confirmation,8,SSR on LoRA-B output rows,10,14231;14232;14233;14234;14235;14236;14237;14238;14239;14240,center-surround contrast gain (pp),-0.5149029159500579,33.291749950232244,33.806652866182304,33.506165650525155,34.08643687624869,independent fixed-rank 250-edit confirmation,source_data/ke_lora_v37/confirmation_summary.json,curves[after_edits=250].geometry.center_surround_contrast,36fa48e1b2ecd250c0645a789e3a0e363558886d6311ecb0e5b1b334ece7cc06,main,percentage-scale KE geometry bridge to the low-rank analysis,no; all ten predeclared confirmation seeds retained
4,h,lowrank_ke_geometry_kernel_alignment,low-rank knowledge-editing geometry confirmation,sequential knowledge editing mechanism cohort,ZsRE,Qwen2.5-7B-Instruct + rank-8 LoRA,LoRA,LoRA+SSR,,paired low-rank KE geometry confirmation,8,SSR on LoRA-B output rows,10,14231;14232;14233;14234;14235;14236;14237;14238;14239;14240,kernel-alignment gain (pp),-0.5017150531842114,70.7961752797876,71.29789033297183,70.86801703585444,71.68239104086534,independent fixed-rank 250-edit confirmation,source_data/ke_lora_v37/confirmation_summary.json,curves[after_edits=250].geometry.kernel_alignment,36fa48e1b2ecd250c0645a789e3a0e363558886d6311ecb0e5b1b334ece7cc06,main,percentage-scale KE geometry bridge to the low-rank analysis,no; all ten predeclared confirmation seeds retained
