figure,panel,point_id,plot_group,task,dataset,model,method_control,method_treatment,external_method,attribution_class,rank,mapping,n,seed_ids,primary_metric,control_mean,treatment_mean,paired_change,ci_low,ci_high,development_or_confirmation,source_file,source_key,source_sha256,main_or_supp,reason_for_inclusion,selection_used_treatment_outcome
6,a,cub_taxonomy_ssr_forgetting_reduction,SSR,continual classification,CUB-200-2011,frozen ResNet-18 classifier,KD,KD+SSR,,independent matched geometry-family comparison,,family-specific frozen setting,20,9401;9403;9405;9407;9409;9411;9413;9415;9417;9419;9421;9423;9425;9427;9429;9431;9433;9435;9437;9439,forgetting_reduction,,,0.052460046698448504,0.004979035953573026,0.09994105744332399,independent frozen evaluation,source_data/figure_panels/fig4_cub_taxonomy_summary.csv,family=ssr;metric=forgetting_reduction,827b97d0b5f292c05c32718431fb38be0e4b3796ec2f651686f3d2f756b47a99,main,equal-budget comparison on all 20 independent taxonomy seeds,no; selection used disjoint development seeds
6,b,cub_taxonomy_ssr_seed_summary_forgetting_reduction,SSR,continual classification,CUB-200-2011,frozen ResNet-18 classifier,KD,KD+SSR,,independent matched geometry-family comparison,,frozen SSR setting,20,9401;9403;9405;9407;9409;9411;9413;9415;9417;9419;9421;9423;9425;9427;9429;9431;9433;9435;9437;9439,forgetting_reduction,,,0.052460046698448504,0.004979035953573026,0.09994105744332399,independent frozen evaluation,source_data/figure_panels/fig4_cub_taxonomy_summary.csv,family=ssr;metric=forgetting_reduction,827b97d0b5f292c05c32718431fb38be0e4b3796ec2f651686f3d2f756b47a99,main,summary interval for the raw SSR seed distribution,no; selection used disjoint development seeds
6,a,cub_taxonomy_surround_component_delta_aa,surround-only,continual classification,CUB-200-2011,frozen ResNet-18 classifier,KD,KD+surround-only,surround-only,independent matched geometry-family comparison,,family-specific frozen setting,20,9401;9403;9405;9407;9409;9411;9413;9415;9417;9419;9421;9423;9425;9427;9429;9431;9433;9435;9437;9439,delta_aa,,,-0.03733810565747646,-0.07365810589159019,-0.001018105423362732,independent frozen evaluation,source_data/figure_panels/fig4_cub_taxonomy_summary.csv,family=surround_component;metric=delta_aa,827b97d0b5f292c05c32718431fb38be0e4b3796ec2f651686f3d2f756b47a99,main,equal-budget comparison on all 20 independent taxonomy seeds,no; selection used disjoint development seeds
6,a,cub_taxonomy_surround_component_forgetting_reduction,surround-only,continual classification,CUB-200-2011,frozen ResNet-18 classifier,KD,KD+surround-only,surround-only,independent matched geometry-family comparison,,family-specific frozen setting,20,9401;9403;9405;9407;9409;9411;9413;9415;9417;9419;9421;9423;9425;9427;9429;9431;9433;9435;9437;9439,forgetting_reduction,,,-0.028141186994827216,-0.06683995965536677,0.01055758566571233,independent frozen evaluation,source_data/figure_panels/fig4_cub_taxonomy_summary.csv,family=surround_component;metric=forgetting_reduction,827b97d0b5f292c05c32718431fb38be0e4b3796ec2f651686f3d2f756b47a99,main,equal-budget comparison on all 20 independent taxonomy seeds,no; selection used disjoint development seeds
6,c,fixed_kd_aa_Split-CIFAR-100_EWC,Split-CIFAR-100,continual classification,Split-CIFAR-100,fixed-KD classifier,KD+EWC,KD+SSR,EWC,paired fixed-scaffold AA comparison,,,5,3101;3103;3105;3107;3109,paired AA advantage of SSR (pp),,,2.64,2.03,3.25,archived paired comparison,figures/fig_supp_kd_regularizer_comparison.pdf,rendered paired interval / Split-CIFAR-100 / SSR-EWC,0fba6b593a904927e1f914a0cd70c5284b41fded34bb09359bb17a83701a747f,main,same fixed-KD scaffold and same five paired seeds,no
6,c,fixed_kd_aa_Split-CIFAR-100_MAS,Split-CIFAR-100,continual classification,Split-CIFAR-100,fixed-KD classifier,KD+MAS,KD+SSR,MAS,paired fixed-scaffold AA comparison,,,5,3101;3103;3105;3107;3109,paired AA advantage of SSR (pp),,,5.9,5.17,6.62,archived paired comparison,figures/fig_supp_kd_regularizer_comparison.pdf,rendered paired interval / Split-CIFAR-100 / SSR-MAS,0fba6b593a904927e1f914a0cd70c5284b41fded34bb09359bb17a83701a747f,main,same fixed-KD scaffold and same five paired seeds,no
6,c,fixed_kd_aa_Split-CIFAR-100_SI,Split-CIFAR-100,continual classification,Split-CIFAR-100,fixed-KD classifier,KD+SI,KD+SSR,SI,paired fixed-scaffold AA comparison,,,5,3101;3103;3105;3107;3109,paired AA advantage of SSR (pp),,,11.15,10.22,12.08,archived paired comparison,figures/fig_supp_kd_regularizer_comparison.pdf,rendered paired interval / Split-CIFAR-100 / SSR-SI,0fba6b593a904927e1f914a0cd70c5284b41fded34bb09359bb17a83701a747f,main,same fixed-KD scaffold and same five paired seeds,no
6,c,fixed_kd_aa_TinyImageNet_EWC,TinyImageNet,continual classification,TinyImageNet,fixed-KD classifier,KD+EWC,KD+SSR,EWC,paired fixed-scaffold AA comparison,,,5,3101;3103;3105;3107;3109,paired AA advantage of SSR (pp),,,1.6,1.04,2.16,archived paired comparison,figures/fig_supp_kd_regularizer_comparison.pdf,rendered paired interval / TinyImageNet / SSR-EWC,0fba6b593a904927e1f914a0cd70c5284b41fded34bb09359bb17a83701a747f,main,same fixed-KD scaffold and same five paired seeds,no
6,c,fixed_kd_aa_TinyImageNet_MAS,TinyImageNet,continual classification,TinyImageNet,fixed-KD classifier,KD+MAS,KD+SSR,MAS,paired fixed-scaffold AA comparison,,,5,3101;3103;3105;3107;3109,paired AA advantage of SSR (pp),,,10.07,9.73,10.4,archived paired comparison,figures/fig_supp_kd_regularizer_comparison.pdf,rendered paired interval / TinyImageNet / SSR-MAS,0fba6b593a904927e1f914a0cd70c5284b41fded34bb09359bb17a83701a747f,main,same fixed-KD scaffold and same five paired seeds,no
6,c,fixed_kd_aa_TinyImageNet_SI,TinyImageNet,continual classification,TinyImageNet,fixed-KD classifier,KD+SI,KD+SSR,SI,paired fixed-scaffold AA comparison,,,5,3101;3103;3105;3107;3109,paired AA advantage of SSR (pp),,,7.15,6.14,8.15,archived paired comparison,figures/fig_supp_kd_regularizer_comparison.pdf,rendered paired interval / TinyImageNet / SSR-SI,0fba6b593a904927e1f914a0cd70c5284b41fded34bb09359bb17a83701a747f,main,same fixed-KD scaffold and same five paired seeds,no
6,d,structured_mean_iou,complete structured-output objective,continual mask prediction,CUB-200-2011 masks,frozen ResNet-18 features + class-conditioned decoder,Unregularized,Complete SSR+KD,,complete-recipe transfer,,,3,0;1;2,mIoU gain (pp),,,3.6851764258931183,2.3386504872441494,5.031702364542087,archived three-seed complete-objective transfer,source_data/raw/structured_output/runs.jsonl,mean_iou,8cada08151c2d2c35495eec1f57809b62a4cfd84c2ab3d82910e79e0f6521267,main,all three matched seeds favor the complete objective,no
6,d,structured_mean_dice,complete structured-output objective,continual mask prediction,CUB-200-2011 masks,frozen ResNet-18 features + class-conditioned decoder,Unregularized,Complete SSR+KD,,complete-recipe transfer,,,3,0;1;2,Dice gain (pp),,,2.7317590293148677,1.8301709847374217,3.6333470738923137,archived three-seed complete-objective transfer,source_data/raw/structured_output/runs.jsonl,mean_dice,8cada08151c2d2c35495eec1f57809b62a4cfd84c2ab3d82910e79e0f6521267,main,all three matched seeds favor the complete objective,no
6,d,structured_avg_forgetting_iou,complete structured-output objective,continual mask prediction,CUB-200-2011 masks,frozen ResNet-18 features + class-conditioned decoder,Unregularized,Complete SSR+KD,,complete-recipe transfer,,,3,0;1;2,IoU forgetting reduction (pp),,,3.6590988425147137,2.170903086939381,5.147294598090046,archived three-seed complete-objective transfer,source_data/raw/structured_output/runs.jsonl,avg_forgetting_iou,8cada08151c2d2c35495eec1f57809b62a4cfd84c2ab3d82910e79e0f6521267,main,all three matched seeds favor the complete objective,no
6,e,cub_response_gallery_qualitative,qualitative visualization,continual classification,CUB-200-2011,same-base ResNet-18 classifier,KD,KD+SSR,,qualitative visualization,,,2,archived checksummed snapshot,prototype-response maps,,,,,,archived qualitative visualization,source_data/figure_assets/cub_response_gallery_archived.pdf,archived rows 1 and 2,8d5c7a87301f217822ae22bb3dc77d79757090b47ea5b74e18d4b85b5a95a9fa,main,prespecified response-quality eligibility screen,yes (archived eligibility screen)
6,f,cub_response_gallery_qualitative_row2,qualitative visualization,continual classification,CUB-200-2011,same-base ResNet-18 classifier,KD,KD+SSR,,qualitative visualization,,,2,archived checksummed snapshot,prototype-response maps,,,,,,archived qualitative visualization,source_data/figure_assets/cub_response_gallery_archived.pdf,archived rows 1 and 2,8d5c7a87301f217822ae22bb3dc77d79757090b47ea5b74e18d4b85b5a95a9fa,main,prespecified response-quality eligibility screen,yes (archived eligibility screen)
