rank,method,candidate_id,seed,avg_accuracy,avg_forgetting,final_new_accuracy,aa_gain_vs_kd_pp,af_reduction_vs_kd_pp,final_new_gain_vs_kd_pp,result_file
4,kd_ssr,scale_m1p0,19245,94.42999999999998,0.3263157894736851,95.8,1.3199999999999932,1.3052631578947373,-0.4000000000000057,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m1p0/seed_19245/result.json
4,kd_ssr,scale_m1p0,19247,94.62,0.21052631578947442,97.0,2.230000000000004,2.0421052631578953,0.5999999999999943,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m1p0/seed_19247/result.json
4,kd_ssr,scale_m1p0,19249,94.82000000000001,0.38947368421052736,96.2,1.1600000000000108,0.821052631578947,0.0,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m1p0/seed_19249/result.json
4,kd_ssr,scale_m2p0,19231,94.83000000000001,0.25263157894736904,94.6,1.1400000000000006,1.3894736842105244,-0.8000000000000114,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m2p0/seed_19231/result.json
4,kd_ssr,scale_m2p0,19233,94.03999999999999,0.28421052631578975,91.8,1.3799999999999955,1.473684210526316,-2.200000000000003,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m2p0/seed_19233/result.json
4,kd_ssr,scale_m2p0,19235,94.18000000000002,0.3052631578947367,94.0,1.40000000000002,1.357894736842105,-2.200000000000003,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m2p0/seed_19235/result.json
4,kd_ssr,scale_m2p0,19237,94.71,0.3368421052631567,95.0,1.0899999999999892,1.0000000000000016,-1.4000000000000057,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m2p0/seed_19237/result.json
4,kd_ssr,scale_m2p0,19239,93.67,0.24210526315789369,92.8,1.3200000000000074,1.5684210526315818,-0.20000000000000284,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m2p0/seed_19239/result.json
4,kd_ssr,scale_m2p0,19241,94.73000000000002,0.1999999999999976,96.2,1.200000000000017,1.28421052631579,-0.5999999999999943,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m2p0/seed_19241/result.json
4,kd_ssr,scale_m2p0,19243,93.91,0.22105263157894828,93.6,1.0300000000000011,1.410526315789475,0.5999999999999943,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m2p0/seed_19243/result.json
4,kd_ssr,scale_m2p0,19245,94.39,0.1999999999999991,95.2,1.2800000000000153,1.4315789473684235,-1.0,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m2p0/seed_19245/result.json
4,kd_ssr,scale_m2p0,19247,94.37000000000002,0.2736842105263152,97.4,1.9800000000000182,1.9789473684210543,1.0,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m2p0/seed_19247/result.json
4,kd_ssr,scale_m2p0,19249,94.64000000000001,0.33684210526315594,96.0,0.9800000000000182,0.8736842105263184,-0.20000000000000284,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m2p0/seed_19249/result.json
4,kd_ssr,scale_m4p0,19231,94.62,0.22105263157894678,94.6,0.9299999999999926,1.4210526315789467,-0.8000000000000114,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m4p0/seed_19231/result.json
4,kd_ssr,scale_m4p0,19233,93.65,0.17894736842105294,91.2,0.9900000000000091,1.5789473684210527,-2.799999999999997,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m4p0/seed_19233/result.json
4,kd_ssr,scale_m4p0,19235,94.09,0.12631578947368452,93.8,1.3100000000000023,1.5368421052631571,-2.4000000000000057,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m4p0/seed_19235/result.json
4,kd_ssr,scale_m4p0,19237,94.46000000000001,0.22105263157894753,94.2,0.8400000000000034,1.1157894736842107,-2.200000000000003,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m4p0/seed_19237/result.json
4,kd_ssr,scale_m4p0,19239,93.42999999999999,0.10526315789473684,92.8,1.0799999999999983,1.7052631578947386,-0.20000000000000284,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m4p0/seed_19239/result.json
4,kd_ssr,scale_m4p0,19241,94.35,0.20000000000000134,95.8,0.8199999999999932,1.2842105263157861,-1.0,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m4p0/seed_19241/result.json
4,kd_ssr,scale_m4p0,19243,93.41,0.22105263157894603,92.8,0.5300000000000011,1.4105263157894772,-0.20000000000000284,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m4p0/seed_19243/result.json
4,kd_ssr,scale_m4p0,19245,94.17,0.08421052631578843,94.4,1.0600000000000165,1.5473684210526342,-1.7999999999999972,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m4p0/seed_19245/result.json
4,kd_ssr,scale_m4p0,19247,94.14000000000001,0.24210526315789593,96.8,1.7500000000000142,2.0105263157894737,0.3999999999999915,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m4p0/seed_19247/result.json
4,kd_ssr,scale_m4p0,19249,94.3,0.3052631578947352,95.6,0.6400000000000006,0.9052631578947392,-0.6000000000000085,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m4p0/seed_19249/result.json
4,kd_ssr,scale_m8p0,19231,94.24,0.14736842105263218,94.8,0.549999999999983,1.4947368421052611,-0.6000000000000085,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m8p0/seed_19231/result.json
4,kd_ssr,scale_m8p0,19233,93.13,0.1789473684210537,90.8,0.46999999999999886,1.578947368421052,-3.200000000000003,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m8p0/seed_19233/result.json
4,kd_ssr,scale_m8p0,19235,93.57,0.18947368421052677,93.6,0.789999999999992,1.473684210526315,-2.6000000000000085,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m8p0/seed_19235/result.json
4,kd_ssr,scale_m8p0,19237,93.82000000000001,0.1684210526315776,94.0,0.20000000000000284,1.1684210526315806,-2.4000000000000057,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m8p0/seed_19237/result.json
4,kd_ssr,scale_m8p0,19239,93.07000000000001,0.24210526315789294,92.8,0.7200000000000131,1.5684210526315825,-0.20000000000000284,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m8p0/seed_19239/result.json
4,kd_ssr,scale_m8p0,19241,93.98,0.1999999999999991,95.8,0.45000000000000284,1.2842105263157884,-1.0,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m8p0/seed_19241/result.json
4,kd_ssr,scale_m8p0,19243,92.83000000000001,0.1368421052631591,92.0,-0.04999999999998295,1.4947368421052643,-1.0,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m8p0/seed_19243/result.json
4,kd_ssr,scale_m8p0,19245,93.50999999999998,0.09473684210526301,94.0,0.3999999999999915,1.5368421052631596,-2.200000000000003,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m8p0/seed_19245/result.json
4,kd_ssr,scale_m8p0,19247,93.8,0.22105263157894603,96.2,1.4099999999999966,2.031578947368424,-0.20000000000000284,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m8p0/seed_19247/result.json
4,kd_ssr,scale_m8p0,19249,93.75999999999999,0.2736842105263159,94.6,0.09999999999999432,0.9368421052631584,-1.6000000000000085,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ssr_scale_m8p0/seed_19249/result.json
4,kd_ewc,scale_m0p0625,19231,94.46000000000001,0.8315789473684216,95.6,0.769999999999996,0.8105263157894718,0.19999999999998863,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p0625/seed_19231/result.json
4,kd_ewc,scale_m0p0625,19233,93.66,0.6421052631578956,93.0,1.0,1.11578947368421,-1.0,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p0625/seed_19233/result.json
4,kd_ewc,scale_m0p0625,19235,93.72,0.8842105263157901,95.8,0.9399999999999977,0.7789473684210516,-0.4000000000000057,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p0625/seed_19235/result.json
4,kd_ewc,scale_m0p0625,19237,93.86,1.1473684210526314,95.8,0.23999999999999488,0.1894736842105269,-0.6000000000000085,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p0625/seed_19237/result.json
4,kd_ewc,scale_m0p0625,19239,93.19000000000001,0.8842105263157908,94.0,0.8400000000000176,0.9263157894736848,1.0,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p0625/seed_19239/result.json
4,kd_ewc,scale_m0p0625,19241,94.01000000000002,0.9263157894736854,97.0,0.4800000000000182,0.557894736842102,0.20000000000000284,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p0625/seed_19241/result.json
4,kd_ewc,scale_m0p0625,19243,93.73,0.7368421052631572,93.8,0.8500000000000085,0.894736842105266,0.7999999999999972,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p0625/seed_19243/result.json
4,kd_ewc,scale_m0p0625,19245,93.67999999999999,0.9473684210526309,95.2,0.5700000000000074,0.6842105263157917,-1.0,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p0625/seed_19245/result.json
4,kd_ewc,scale_m0p0625,19247,93.78,0.8736842105263155,97.4,1.3900000000000006,1.3789473684210543,1.0,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p0625/seed_19247/result.json
4,kd_ewc,scale_m0p0625,19249,94.18999999999998,0.7684210526315801,96.0,0.5299999999999869,0.4421052631578942,-0.20000000000000284,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p0625/seed_19249/result.json
4,kd_ewc,scale_m0p125,19231,94.66999999999999,0.5789473684210541,95.8,0.9799999999999756,1.0631578947368392,0.3999999999999915,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p125/seed_19231/result.json
4,kd_ewc,scale_m0p125,19233,93.81,0.5999999999999995,93.2,1.1500000000000057,1.1578947368421062,-0.7999999999999972,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p125/seed_19233/result.json
4,kd_ewc,scale_m0p125,19235,93.87,0.6631578947368433,95.2,1.0900000000000034,0.9999999999999984,-1.0,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p125/seed_19235/result.json
4,kd_ewc,scale_m0p125,19237,94.25,0.8421052631578955,95.0,0.6299999999999955,0.4947368421052628,-1.4000000000000057,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p125/seed_19237/result.json
4,kd_ewc,scale_m0p125,19239,93.42999999999999,0.5789473684210549,93.8,1.0799999999999983,1.2315789473684207,0.7999999999999972,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p125/seed_19239/result.json
4,kd_ewc,scale_m0p125,19241,94.33000000000001,0.6736842105263157,97.0,0.8000000000000114,0.8105263157894718,0.20000000000000284,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p125/seed_19241/result.json
4,kd_ewc,scale_m0p125,19243,94.05,0.43157894736842123,94.0,1.1700000000000017,1.200000000000002,1.0,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p125/seed_19243/result.json
4,kd_ewc,scale_m0p125,19245,93.97999999999999,0.7578947368421055,95.8,0.8700000000000045,0.8736842105263171,-0.4000000000000057,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p125/seed_19245/result.json
4,kd_ewc,scale_m0p125,19247,94.04,0.6421052631578934,97.6,1.6500000000000057,1.6105263157894762,1.1999999999999886,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p125/seed_19247/result.json
4,kd_ewc,scale_m0p125,19249,94.34,0.6105263157894734,96.0,0.6800000000000068,0.600000000000001,-0.20000000000000284,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p125/seed_19249/result.json
4,kd_ewc,scale_m0p25,19231,94.81000000000002,0.47368421052631576,95.8,1.1200000000000045,1.1684210526315777,0.3999999999999915,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p25/seed_19231/result.json
4,kd_ewc,scale_m0p25,19233,93.91,0.43157894736842195,93.0,1.25,1.3263157894736837,-1.0,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p25/seed_19233/result.json
4,kd_ewc,scale_m0p25,19235,93.96999999999998,0.4947368421052635,94.6,1.1899999999999835,1.1684210526315781,-1.6000000000000085,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p25/seed_19235/result.json
4,kd_ewc,scale_m0p25,19237,94.44999999999999,0.6105263157894741,94.6,0.8299999999999841,0.7263157894736841,-1.8000000000000114,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p25/seed_19237/result.json
4,kd_ewc,scale_m0p25,19239,93.53999999999999,0.37894736842105353,93.2,1.1899999999999977,1.431578947368422,0.20000000000000284,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p25/seed_19239/result.json
4,kd_ewc,scale_m0p25,19241,94.57000000000001,0.48421052631579037,97.2,1.0400000000000063,0.9999999999999971,0.4000000000000057,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p25/seed_19241/result.json
4,kd_ewc,scale_m0p25,19243,94.04,0.42105263157894884,94.4,1.1600000000000108,1.2105263157894743,1.4000000000000057,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p25/seed_19243/result.json
4,kd_ewc,scale_m0p25,19245,94.26,0.47368421052631576,96.2,1.15000000000002,1.1578947368421069,0.0,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p25/seed_19245/result.json
4,kd_ewc,scale_m0p25,19247,94.30999999999999,0.4105263157894735,97.6,1.9199999999999875,1.842105263157896,1.1999999999999886,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p25/seed_19247/result.json
4,kd_ewc,scale_m0p25,19249,94.50999999999999,0.4421052631578958,95.8,0.8499999999999943,0.7684210526315786,-0.4000000000000057,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p25/seed_19249/result.json
4,kd_ewc,scale_m0p5,19231,94.99,0.3052631578947352,95.6,1.299999999999983,1.3368421052631583,0.19999999999998863,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p5/seed_19231/result.json
4,kd_ewc,scale_m0p5,19233,94.13,0.410526315789472,93.2,1.4699999999999989,1.3473684210526335,-0.7999999999999972,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p5/seed_19233/result.json
4,kd_ewc,scale_m0p5,19235,94.11000000000001,0.3789473684210513,94.4,1.3300000000000125,1.2842105263157904,-1.7999999999999972,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p5/seed_19235/result.json
4,kd_ewc,scale_m0p5,19237,94.65000000000002,0.4947368421052627,95.2,1.0300000000000153,0.8421052631578956,-1.2000000000000028,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p5/seed_19237/result.json
4,kd_ewc,scale_m0p5,19239,93.6,0.3157894736842105,92.8,1.25,1.4947368421052651,-0.20000000000000284,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p5/seed_19239/result.json
4,kd_ewc,scale_m0p5,19241,94.59,0.47368421052631654,97.0,1.0600000000000023,1.0105263157894708,0.20000000000000284,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p5/seed_19241/result.json
4,kd_ewc,scale_m0p5,19243,93.95000000000002,0.34736842105263055,93.6,1.0700000000000216,1.2842105263157926,0.5999999999999943,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p5/seed_19243/result.json
4,kd_ewc,scale_m0p5,19245,94.28,0.48421052631578965,96.0,1.170000000000016,1.147368421052633,-0.20000000000000284,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p5/seed_19245/result.json
4,kd_ewc,scale_m0p5,19247,94.37999999999998,0.28421052631578975,97.8,1.9899999999999807,1.96842105263158,1.3999999999999915,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p5/seed_19247/result.json
4,kd_ewc,scale_m0p5,19249,94.59,0.3578947368421044,96.0,0.9300000000000068,0.85263157894737,-0.20000000000000284,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m0p5/seed_19249/result.json
4,kd_ewc,scale_m16p0,19231,93.74999999999999,0.4105263157894735,94.2,0.05999999999997385,1.23157894736842,-1.2000000000000028,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m16p0/seed_19231/result.json
4,kd_ewc,scale_m16p0,19233,93.08000000000001,0.15789473684210525,91.2,0.4200000000000159,1.6000000000000003,-2.799999999999997,/unify/ydchen/unidit/bioreg_meeting_20260803_final/results/ssr_cosmos_lrrobust_cifar100_rank4_1node_20260907_r2_cifar100_lowrank_fixedkd_functionalspace/rank_4/robustness/kd_ewc_scale_m16p0/seed_19233/result.json
