edit_count,family,metric,baseline_mean,ssr_mean,delta_mean,delta_ci95_low,delta_ci95_high
1,performance,history_efficacy,90.0,90.0,0.0,0.0,0.0
1,performance,pre_edit_output_consistency,38.113623186945915,38.17109106108546,0.05746787413954735,-0.03191478177905083,0.14879914838820688
1,performance,immediate_efficacy,90.0,90.0,0.0,0.0,0.0
1,performance,immediate_rephrase,60.0,60.0,0.0,0.0,0.0
1,performance,immediate_portability,50.69783197831978,51.25338753387534,0.5555555555555571,0.0,1.6666666666666714
1,performance,immediate_locality_target_consistency,14.583333333333332,14.583333333333332,0.0,0.0,0.0
1,geometry,effective_rank,6.252585420225348,6.252721587355648,0.00013616713030009108,2.9347129165961942e-05,0.0002511898986997729
1,geometry,effective_rank_fraction,0.7815731775281685,0.781590198419456,1.7020891287511385e-05,3.7054351664078667e-06,3.141281061940337e-05
1,geometry,near_row_cosine,-0.003663668464030577,0.02285542964691558,0.02651909811094616,0.025400947273647036,0.027533600475744123
1,geometry,surround_row_cosine,0.003126801065902132,-0.0021030134251954482,-0.00522981449109758,-0.005430943970757077,-0.005004311305973893
1,geometry,center_surround_contrast,-0.0067904695213461055,0.024958443065198867,0.03174891258654497,0.030440478342331156,0.03292651674600669
1,geometry,kernel_alignment,-0.006787549631462752,0.03779704467459462,0.044584594306057365,0.04183927826002673,0.04718855207256411
2,performance,history_efficacy,50.0,50.0,0.0,0.0,0.0
2,performance,pre_edit_output_consistency,38.30387741327286,38.23284765705466,-0.07102975621819496,-0.2328992490656674,0.05784577643498774
2,performance,immediate_efficacy,95.0,95.0,0.0,0.0,0.0
2,performance,immediate_rephrase,40.0,40.0,0.0,0.0,0.0
2,performance,immediate_portability,35.81630729350771,36.0940850712855,0.27777777777777785,0.0,0.8333333333333336
2,performance,immediate_locality_target_consistency,15.553571428571427,11.803571428571429,-3.75,-15.0,3.75
2,geometry,effective_rank,6.306156853373563,6.226074312095131,-0.08008254127843033,-0.15940164554331987,-0.016791271985109435
2,geometry,effective_rank_fraction,0.7882696066716953,0.7782592890118913,-0.010010317659803791,-0.02017960165228163,-0.001972235886912236
2,geometry,near_row_cosine,-0.0023243298587268717,0.042077354159534605,0.04440168401826148,0.043280716681709755,0.04563814550078859
2,geometry,surround_row_cosine,0.001682640911440103,-0.005810370011082405,-0.0074930109225225085,-0.008637686771124971,-0.006173727031542455
2,geometry,center_surround_contrast,-0.004006970797724664,0.047887724004976914,0.05189469480270158,0.0500434184905745,0.05375055559350845
2,geometry,kernel_alignment,-0.004551602277371509,0.0745017525543517,0.07905335483172318,0.076131030291893,0.08204755360616414
5,performance,history_efficacy,20.0,18.0,-2.0,-6.0,0.0
5,performance,pre_edit_output_consistency,34.44614728912711,35.664861146360636,1.2187138572335243,0.05031455494463455,2.8280754168517883
5,performance,immediate_efficacy,98.0,96.0,-2.0,-6.0,0.0
5,performance,immediate_rephrase,40.0,40.0,0.0,-8.0,8.0
5,performance,immediate_portability,37.43079642167659,37.98014282690535,0.5493464052287589,-5.03954248366013,6.687581699346407
5,performance,immediate_locality_target_consistency,10.804761904761905,12.121428571428572,1.316666666666667,-5.449999999999999,7.15
5,geometry,effective_rank,6.417044105061462,6.288983558756965,-0.12806054630449842,-0.23444461707025777,-0.03050516520759882
5,geometry,effective_rank_fraction,0.8021305131326828,0.7861229448446206,-0.016007568288062303,-0.02955951123232289,-0.003679337529465551
5,geometry,near_row_cosine,-0.0014199280086212899,0.08755903638500187,0.08897896439362317,0.08648219832056214,0.09084405468153868
5,geometry,surround_row_cosine,0.0016982625051830218,-0.010954281895283201,-0.012652544400466226,-0.01453817735764141,-0.010799242143415261
5,geometry,center_surround_contrast,-0.0031181905005983673,0.098513318075233,0.10163150857583136,0.09847552403653675,0.10439710886199723
5,geometry,kernel_alignment,-0.003162430700753508,0.1615232802781975,0.164685710978951,0.1584841591958262,0.17017592220950972
10,performance,history_efficacy,10.0,12.0,2.0,-3.0,9.0
10,performance,pre_edit_output_consistency,37.613533325493336,37.248222548514605,-0.36531077697873116,-1.7631044429726899,0.676191224250942
10,performance,immediate_efficacy,97.0,96.0,-1.0,-4.0,2.0
10,performance,immediate_rephrase,41.0,35.0,-6.0,-21.0,4.0
10,performance,immediate_portability,35.72802569773049,37.12486474104012,1.396839043309631,-2.6509440943043883,4.751371247216836
10,performance,immediate_locality_target_consistency,14.083333333333332,15.515476190476187,1.4321428571428565,-2.335803571428571,4.69172619047619
10,geometry,effective_rank,6.634092528053692,6.563121994371924,-0.07097053368176746,-0.14539647565622416,-0.003007688357362116
10,geometry,effective_rank_fraction,0.8292615660067115,0.8203902492964905,-0.008871316710220933,-0.018174306209465228,-0.00040967540349814063
10,geometry,near_row_cosine,-0.001018978264495932,0.14973022623120671,0.15074920449570267,0.14749198102238614,0.15427365617231395
10,geometry,surround_row_cosine,0.0012372559822243342,-0.012809369637658208,-0.014046625619882545,-0.015579994737837922,-0.012469604125713855
10,geometry,center_surround_contrast,-0.0022562342805291075,0.16253959566155182,0.16479582994208095,0.16091665008040895,0.16866734373014947
10,geometry,kernel_alignment,-0.0026683308420964685,0.2833214175854144,0.28598974842751085,0.28013301552076847,0.2922243199543113
25,performance,history_efficacy,4.4,5.2,0.8,0.0,2.0
25,performance,pre_edit_output_consistency,36.130178570747375,37.13902933523059,1.0088507644832134,-0.7905110828578472,3.7797284056432545
25,performance,immediate_efficacy,92.0,96.4,4.4,1.6,7.6
25,performance,immediate_rephrase,37.2,34.4,-2.8,-12.0,4.799999999999999
25,performance,immediate_portability,34.12617558383518,34.10370478909962,-0.022470794735556153,-3.483251432358257,2.593244352893943
25,performance,immediate_locality_target_consistency,14.78872016872017,16.002688422688422,1.2139682539682535,-1.9055992063492064,4.37167063492063
25,geometry,effective_rank,6.881171850540808,6.824819171641553,-0.056352678899254285,-0.12326584005728364,0.008036000949463206
25,geometry,effective_rank_fraction,0.860146481317601,0.8531023964551941,-0.007044084862406786,-0.015549098562914873,0.0011112882552801113
25,geometry,near_row_cosine,-0.00023332428874352573,0.2896684196910688,0.2899017439798123,0.2842345587742331,0.29582031227382316
25,geometry,surround_row_cosine,0.000742203081657473,0.010968090953036021,0.01022588787137855,0.008546547125010875,0.012270044535197987
25,geometry,center_surround_contrast,-0.0009755273678560374,0.27870032875798645,0.27967585612584245,0.2739617175872679,0.2853438237915361
25,geometry,kernel_alignment,-0.0008484422328852556,0.5131683226608271,0.5140167648937125,0.5043195597154811,0.5238097211914428
