dataset,rank,seed,edits,metric,unit,baseline,ssr,delta
WikiRecent,32,17638,50,pre_edit_output_consistency,percent,40.03615975379944,39.848669059574604,-0.18749069422483444
WikiRecent,32,17640,50,pre_edit_output_consistency,percent,33.83450638502836,33.82591214030981,-0.008594244718551636
WikiRecent,32,17631,50,center_surround_contrast,dimensionless,-0.001449822340353941,0.3647799909647022,0.36622981330505616
WikiRecent,32,17633,50,center_surround_contrast,dimensionless,-0.0040369557838338165,0.358808018732816,0.3628449745166498
WikiRecent,32,17637,50,center_surround_contrast,dimensionless,-0.00173325619055374,0.35220913855092867,0.3539423947414824
WikiRecent,32,17638,50,center_surround_contrast,dimensionless,-0.0017675213332820152,0.3509483989328146,0.3527159202660966
WikiRecent,32,17640,50,center_surround_contrast,dimensionless,-0.0018980561690113973,0.3566077882423997,0.3585058444114111
WikiRecent,32,17631,50,kernel_alignment,dimensionless,-0.0017869461467593542,0.7171318967427527,0.718918842889512
WikiRecent,32,17633,50,kernel_alignment,dimensionless,-0.0018155463162656815,0.7031835048858608,0.7049990512021265
WikiRecent,32,17637,50,kernel_alignment,dimensionless,-0.0008580364582745202,0.7086534215403455,0.70951145799862
WikiRecent,32,17638,50,kernel_alignment,dimensionless,-0.0016921704108036856,0.7094194366197502,0.7111116070305539
WikiRecent,32,17640,50,kernel_alignment,dimensionless,-0.0030869697828685666,0.6787515643185803,0.6818385341014489
WikiRecent,32,17631,50,effective_rank,dimensionless,23.132889994553157,23.85336878682886,0.7204787922757028
WikiRecent,32,17633,50,effective_rank,dimensionless,24.482537537813187,23.48034734598228,-1.0021901918309055
WikiRecent,32,17637,50,effective_rank,dimensionless,24.086530234132496,23.8478415949004,-0.2386886392320946
WikiRecent,32,17638,50,effective_rank,dimensionless,24.27408599427768,24.177727269274847,-0.09635872500283327
WikiRecent,32,17640,50,effective_rank,dimensionless,23.082036395158088,21.97820163092443,-1.1038347642336568
WikiRecent,32,17631,50,effective_rank_fraction,dimensionless,0.7229028123297861,0.7454177745884019,0.02251496225861571
WikiRecent,32,17633,50,effective_rank_fraction,dimensionless,0.7650792980566621,0.7337608545619463,-0.0313184434947158
WikiRecent,32,17637,50,effective_rank_fraction,dimensionless,0.7527040698166405,0.7452450498406376,-0.007459019976002956
WikiRecent,32,17638,50,effective_rank_fraction,dimensionless,0.7585651873211775,0.755553977164839,-0.0030112101563385396
WikiRecent,32,17640,50,effective_rank_fraction,dimensionless,0.7213136373486903,0.6868188009663885,-0.034494836382301775
WikiRecent,32,17631,50,near_row_cosine,dimensionless,-0.000454274787833648,0.4282447293932949,0.42869900418112855
WikiRecent,32,17633,50,near_row_cosine,dimensionless,8.393402049478027e-05,0.42635878215410883,0.42627484813361405
WikiRecent,32,17637,50,near_row_cosine,dimensionless,0.0001764996106885519,0.4170706451737455,0.41689414556305693
WikiRecent,32,17638,50,near_row_cosine,dimensionless,-0.0003483688443728689,0.4091339131285037,0.4094822819728766
WikiRecent,32,17640,50,near_row_cosine,dimensionless,-0.0009148850142862232,0.42066678936992374,0.42158167438420996
WikiRecent,32,17631,50,surround_row_cosine,dimensionless,0.000995547460791256,0.06346473465756779,0.06246918719677653
WikiRecent,32,17633,50,surround_row_cosine,dimensionless,0.004120889869422432,0.06755076426738274,0.06342987439796031
WikiRecent,32,17637,50,surround_row_cosine,dimensionless,0.0019097558527911523,0.06486150883470795,0.0629517529819168
WikiRecent,32,17638,50,surround_row_cosine,dimensionless,0.001419152426803651,0.05818551105247544,0.056766358625671795
WikiRecent,32,17640,50,surround_row_cosine,dimensionless,0.0009831710758589907,0.06405900077827807,0.06307582970241908
WikiRecent,32,17631,100,immediate_efficacy,percent,47.0,54.0,7.0
WikiRecent,32,17633,100,immediate_efficacy,percent,52.0,59.0,7.0
WikiRecent,32,17637,100,immediate_efficacy,percent,66.0,77.0,11.0
WikiRecent,32,17638,100,immediate_efficacy,percent,50.0,56.99999999999999,6.999999999999993
WikiRecent,32,17640,100,immediate_efficacy,percent,42.0,69.0,27.0
WikiRecent,32,17631,100,immediate_locality_target_consistency,percent,7.670274170274172,8.527417027417025,0.8571428571428532
WikiRecent,32,17633,100,immediate_locality_target_consistency,percent,9.080494505494507,10.95400432900433,1.8735098235098242
WikiRecent,32,17637,100,immediate_locality_target_consistency,percent,8.109859584859587,7.840415140415141,-0.2694444444444457
WikiRecent,32,17638,100,immediate_locality_target_consistency,percent,7.88423520923521,9.87665945165945,1.9924242424242395
WikiRecent,32,17640,100,immediate_locality_target_consistency,percent,7.444444444444446,11.926984126984125,4.482539682539679
WikiRecent,32,17631,100,history_efficacy,percent,0.0,0.0,0.0
WikiRecent,32,17633,100,history_efficacy,percent,1.0,1.0,0.0
WikiRecent,32,17637,100,history_efficacy,percent,0.0,0.0,0.0
WikiRecent,32,17638,100,history_efficacy,percent,0.0,1.0,1.0
WikiRecent,32,17640,100,history_efficacy,percent,1.0,1.0,0.0
WikiRecent,32,17631,100,pre_edit_output_consistency,percent,42.940156906843185,42.913045547902584,-0.02711135894060135
WikiRecent,32,17633,100,pre_edit_output_consistency,percent,36.213489435613155,36.212498135864735,-0.0009912997484207153
WikiRecent,32,17637,100,pre_edit_output_consistency,percent,38.16963713616133,37.69770469516516,-0.47193244099617004
WikiRecent,32,17638,100,pre_edit_output_consistency,percent,39.50968477874994,39.434703066945076,-0.07498171180486679
WikiRecent,32,17640,100,pre_edit_output_consistency,percent,33.82802493870258,33.8265273720026,-0.0014975666999816895
WikiRecent,32,17631,100,center_surround_contrast,dimensionless,-0.003795098592360903,0.3797018484079412,0.38349694700030207
WikiRecent,32,17633,100,center_surround_contrast,dimensionless,-0.005152855666113153,0.37464817187615806,0.37980102754227124
WikiRecent,32,17637,100,center_surround_contrast,dimensionless,-0.002636737943768302,0.37122123701764004,0.3738579749614083
WikiRecent,32,17638,100,center_surround_contrast,dimensionless,-0.0014511610632845467,0.3756090388633311,0.3770601999266156
WikiRecent,32,17640,100,center_surround_contrast,dimensionless,-0.002091483176627662,0.3679752050499831,0.37006668822661076
WikiRecent,32,17631,100,kernel_alignment,dimensionless,-0.002554373632197634,0.754259196509208,0.7568135701414057
WikiRecent,32,17633,100,kernel_alignment,dimensionless,-0.0025914473371813074,0.7510212348507983,0.7536126821879796
WikiRecent,32,17637,100,kernel_alignment,dimensionless,-0.0021346091047494808,0.7575125558567899,0.7596471649615394
WikiRecent,32,17638,100,kernel_alignment,dimensionless,0.0014261002519820717,0.7581177605316043,0.7566916602796222
WikiRecent,32,17640,100,kernel_alignment,dimensionless,-0.00484249947995912,0.732919804884919,0.7377623043648781
WikiRecent,32,17631,100,effective_rank,dimensionless,23.506592190691403,24.364780611225537,0.8581884205341339
WikiRecent,32,17633,100,effective_rank,dimensionless,24.658590538161143,24.18173275462219,-0.4768577835389536
WikiRecent,32,17637,100,effective_rank,dimensionless,24.60445056642805,24.780975818634033,0.17652525220598392
WikiRecent,32,17638,100,effective_rank,dimensionless,24.329624471919878,24.784566315157072,0.45494184323719367
WikiRecent,32,17640,100,effective_rank,dimensionless,23.510243605290142,22.838004710418836,-0.6722388948713061
WikiRecent,32,17631,100,effective_rank_fraction,dimensionless,0.7345810059591064,0.761399394100798,0.026818388141691685
WikiRecent,32,17633,100,effective_rank_fraction,dimensionless,0.7705809543175357,0.7556791485819434,-0.0149018057355923
WikiRecent,32,17637,100,effective_rank_fraction,dimensionless,0.7688890802008765,0.7744054943323135,0.0055164141314369974
WikiRecent,32,17638,100,effective_rank_fraction,dimensionless,0.7603007647474962,0.7745176973486585,0.014216932601162302
WikiRecent,32,17640,100,effective_rank_fraction,dimensionless,0.734695112665317,0.7136876472005886,-0.021007465464728314
WikiRecent,32,17631,100,near_row_cosine,dimensionless,-0.0006027161432159898,0.5535916557003345,0.5541943718435505
WikiRecent,32,17633,100,near_row_cosine,dimensionless,0.00013285558400509344,0.547170156213854,0.5470373006298489
WikiRecent,32,17637,100,near_row_cosine,dimensionless,-0.00039110998945294086,0.5390054905521018,0.5393966005415547
WikiRecent,32,17638,100,near_row_cosine,dimensionless,0.0007152757487866829,0.5465754804068378,0.5458602046580511
WikiRecent,32,17640,100,near_row_cosine,dimensionless,-0.0019505587036487018,0.5406725618189999,0.5426231205226486
WikiRecent,32,17631,100,surround_row_cosine,dimensionless,0.003192382543212651,0.17388980799088521,0.17069742544767255
WikiRecent,32,17633,100,surround_row_cosine,dimensionless,0.005285711183335349,0.17252198733123286,0.16723627614789752
WikiRecent,32,17637,100,surround_row_cosine,dimensionless,0.0022456279761432336,0.16778425366750785,0.16553862569136463
WikiRecent,32,17638,100,surround_row_cosine,dimensionless,0.0021664368687197566,0.17096644387181315,0.1688000070030934
WikiRecent,32,17640,100,surround_row_cosine,dimensionless,0.0001409244880830686,0.17269735716815504,0.17255643268007198
