cohort,rank,ssr_lambda,edit_count,metric,baseline_mean,baseline_ci95_low,baseline_ci95_high,ssr_mean,ssr_ci95_low,ssr_ci95_high,delta_mean,delta_ci95_low,delta_ci95_high
independent_100,64,0.03,25,history_efficacy,2.8,1.6,4.0,1.2,0.0,2.4,-1.6,-2.8,-0.4
independent_100,64,0.03,25,pre_edit_output_consistency,20.15049435198307,18.292932411655784,22.32423245673999,20.690883081406355,18.677566792815924,22.80473503889516,0.5403887294232845,-0.04296890553086993,1.5125865493901074
independent_100,64,0.03,25,immediate_efficacy,56.0,48.4,62.4,53.2,48.8,58.0,-2.8,-10.8,5.199999999999999
independent_100,64,0.03,25,immediate_rephrase,39.6,34.4,45.2,39.2,35.6,43.2,-0.4000000000000014,-6.800000000000002,6.399999999999997
independent_100,64,0.03,25,immediate_portability,7.2,4.8,10.0,7.2,4.0,10.4,0.0,-2.0,2.0
independent_100,64,0.03,25,immediate_locality_target_consistency,0.4,0.0,1.0,0.0,0.0,0.0,-0.4,-1.0,0.0
independent_100,64,0.03,50,history_efficacy,1.0,0.4,1.6,1.4,0.6,2.2,0.4,-0.4,1.2
independent_100,64,0.03,50,pre_edit_output_consistency,20.712525602430105,18.108079966157675,23.8683664011769,20.002745781093836,17.80540579929948,22.485249056015164,-0.7097798213362694,-2.8602396897040308,0.9852694142609834
independent_100,64,0.03,50,immediate_efficacy,49.4,43.8,54.4,48.4,44.0,54.0,-0.9999999999999993,-6.8,5.199999999999999
independent_100,64,0.03,50,immediate_rephrase,37.0,33.4,40.4,37.8,34.6,41.2,0.8,-3.0049999999999955,4.8
independent_100,64,0.03,50,immediate_portability,7.4,5.0,9.8,8.4,6.6,10.4,1.0,0.0,2.0
independent_100,64,0.03,50,immediate_locality_target_consistency,0.7,0.0,1.6,0.4,0.0,1.0,-0.3,-0.6,0.0
independent_100,64,0.03,100,history_efficacy,0.78125,0.3125,1.25,0.78125,0.15625,1.40625,0.0,-0.625,0.625
independent_100,64,0.03,100,pre_edit_output_consistency,19.469899348914623,17.622386659961194,21.40443783160299,19.814742915332317,17.73915801057592,22.329745354130864,0.3448435664176941,-0.010318079497665167,0.9793226425535976
independent_100,64,0.03,100,immediate_efficacy,45.9,42.4975,49.4,48.0,44.8,51.5,2.1000000000000005,-1.7999999999999972,6.200000000000001
independent_100,64,0.03,100,immediate_rephrase,35.9,33.3,38.7,37.7,35.5,40.0,1.8,-0.8,4.4
independent_100,64,0.03,100,immediate_portability,7.8,6.5,9.2,8.7,7.3,10.0,0.9,0.10000000000000017,1.6999999999999997
independent_100,64,0.03,100,immediate_locality_target_consistency,0.7,0.2,1.35,0.6,0.2,1.1,-0.1,-0.3,0.1
