seed,metric,unit,favorable_direction,kd,kd_plus_ssr,favorable_paired_change,segmentation_source_sha256,segmentation_cache_sha256,selection_lock_sha256,control_file,treatment_file,control_sha256,treatment_sha256
9215,mIoU,%,higher,70.38995600750745,70.3748064078995,-0.015149599607951814,dc77f6cffea0cbe2e41d4201115c8f29a6320ecb04fffd2444f51b8066e4b84f,267ed5e5d43647ff246c549af2da5d1ea738b3040a281e95afa9452c1c480ad8,a9b9439e82e931c43b4c4a061a5820be9e2d6f2f6ff8f9633219edc564931d93,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/kd_l0p050_e0p16_i0p45_seed9215/summary.json,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/biocs_kd_l0p050_e0p16_i0p45_seed9215/summary.json,268dc4d5e89b2b9327edd9104f493923024bbe72af4f5905243f0abcc3d2ed46,2a32f0949f380ba39f3e9eb48a4e15d16cfa19f0571efb9ab898c4e4653d4bba
9215,Dice,%,higher,81.89247844340186,81.86939442655651,-0.023084016845345445,dc77f6cffea0cbe2e41d4201115c8f29a6320ecb04fffd2444f51b8066e4b84f,267ed5e5d43647ff246c549af2da5d1ea738b3040a281e95afa9452c1c480ad8,a9b9439e82e931c43b4c4a061a5820be9e2d6f2f6ff8f9633219edc564931d93,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/kd_l0p050_e0p16_i0p45_seed9215/summary.json,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/biocs_kd_l0p050_e0p16_i0p45_seed9215/summary.json,268dc4d5e89b2b9327edd9104f493923024bbe72af4f5905243f0abcc3d2ed46,2a32f0949f380ba39f3e9eb48a4e15d16cfa19f0571efb9ab898c4e4653d4bba
9215,IoU forgetting,%,lower,3.1470772489583263,3.1550380270713503,-0.00796077811302398,dc77f6cffea0cbe2e41d4201115c8f29a6320ecb04fffd2444f51b8066e4b84f,267ed5e5d43647ff246c549af2da5d1ea738b3040a281e95afa9452c1c480ad8,a9b9439e82e931c43b4c4a061a5820be9e2d6f2f6ff8f9633219edc564931d93,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/kd_l0p050_e0p16_i0p45_seed9215/summary.json,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/biocs_kd_l0p050_e0p16_i0p45_seed9215/summary.json,268dc4d5e89b2b9327edd9104f493923024bbe72af4f5905243f0abcc3d2ed46,2a32f0949f380ba39f3e9eb48a4e15d16cfa19f0571efb9ab898c4e4653d4bba
9215,effective rank,dimensionless,higher,173.83694458007812,173.84365844726562,0.0067138671875,dc77f6cffea0cbe2e41d4201115c8f29a6320ecb04fffd2444f51b8066e4b84f,267ed5e5d43647ff246c549af2da5d1ea738b3040a281e95afa9452c1c480ad8,a9b9439e82e931c43b4c4a061a5820be9e2d6f2f6ff8f9633219edc564931d93,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/kd_l0p050_e0p16_i0p45_seed9215/summary.json,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/biocs_kd_l0p050_e0p16_i0p45_seed9215/summary.json,268dc4d5e89b2b9327edd9104f493923024bbe72af4f5905243f0abcc3d2ed46,2a32f0949f380ba39f3e9eb48a4e15d16cfa19f0571efb9ab898c4e4653d4bba
9215,prototype absolute cosine,dimensionless,lower,0.0498698391020298,0.049861859530210495,7.97957181930542e-06,dc77f6cffea0cbe2e41d4201115c8f29a6320ecb04fffd2444f51b8066e4b84f,267ed5e5d43647ff246c549af2da5d1ea738b3040a281e95afa9452c1c480ad8,a9b9439e82e931c43b4c4a061a5820be9e2d6f2f6ff8f9633219edc564931d93,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/kd_l0p050_e0p16_i0p45_seed9215/summary.json,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/biocs_kd_l0p050_e0p16_i0p45_seed9215/summary.json,268dc4d5e89b2b9327edd9104f493923024bbe72af4f5905243f0abcc3d2ed46,2a32f0949f380ba39f3e9eb48a4e15d16cfa19f0571efb9ab898c4e4653d4bba
9217,mIoU,%,higher,70.3603453129211,70.26175558052682,-0.09858973239427371,dc77f6cffea0cbe2e41d4201115c8f29a6320ecb04fffd2444f51b8066e4b84f,267ed5e5d43647ff246c549af2da5d1ea738b3040a281e95afa9452c1c480ad8,a9b9439e82e931c43b4c4a061a5820be9e2d6f2f6ff8f9633219edc564931d93,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/kd_l0p050_e0p16_i0p45_seed9217/summary.json,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/biocs_kd_l0p050_e0p16_i0p45_seed9217/summary.json,6b2c578552997b63883d4ba5d5e4516402fa361f96c0dd5a4357e69a5ad020d3,4bbe36ecf59e7a0815019f1cf130de2af1cbe96734a27e64476facaeaa0ec0a4
9217,Dice,%,higher,81.89623337554076,81.8207130211569,-0.07552035438385474,dc77f6cffea0cbe2e41d4201115c8f29a6320ecb04fffd2444f51b8066e4b84f,267ed5e5d43647ff246c549af2da5d1ea738b3040a281e95afa9452c1c480ad8,a9b9439e82e931c43b4c4a061a5820be9e2d6f2f6ff8f9633219edc564931d93,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/kd_l0p050_e0p16_i0p45_seed9217/summary.json,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/biocs_kd_l0p050_e0p16_i0p45_seed9217/summary.json,6b2c578552997b63883d4ba5d5e4516402fa361f96c0dd5a4357e69a5ad020d3,4bbe36ecf59e7a0815019f1cf130de2af1cbe96734a27e64476facaeaa0ec0a4
9217,IoU forgetting,%,lower,3.3047157858125713,3.410899788827647,-0.10618400301507558,dc77f6cffea0cbe2e41d4201115c8f29a6320ecb04fffd2444f51b8066e4b84f,267ed5e5d43647ff246c549af2da5d1ea738b3040a281e95afa9452c1c480ad8,a9b9439e82e931c43b4c4a061a5820be9e2d6f2f6ff8f9633219edc564931d93,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/kd_l0p050_e0p16_i0p45_seed9217/summary.json,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/biocs_kd_l0p050_e0p16_i0p45_seed9217/summary.json,6b2c578552997b63883d4ba5d5e4516402fa361f96c0dd5a4357e69a5ad020d3,4bbe36ecf59e7a0815019f1cf130de2af1cbe96734a27e64476facaeaa0ec0a4
9217,effective rank,dimensionless,higher,173.60467529296875,173.61178588867188,0.007110595703125,dc77f6cffea0cbe2e41d4201115c8f29a6320ecb04fffd2444f51b8066e4b84f,267ed5e5d43647ff246c549af2da5d1ea738b3040a281e95afa9452c1c480ad8,a9b9439e82e931c43b4c4a061a5820be9e2d6f2f6ff8f9633219edc564931d93,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/kd_l0p050_e0p16_i0p45_seed9217/summary.json,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/biocs_kd_l0p050_e0p16_i0p45_seed9217/summary.json,6b2c578552997b63883d4ba5d5e4516402fa361f96c0dd5a4357e69a5ad020d3,4bbe36ecf59e7a0815019f1cf130de2af1cbe96734a27e64476facaeaa0ec0a4
9217,prototype absolute cosine,dimensionless,lower,0.04978640004992485,0.04977740719914436,8.99285078048706e-06,dc77f6cffea0cbe2e41d4201115c8f29a6320ecb04fffd2444f51b8066e4b84f,267ed5e5d43647ff246c549af2da5d1ea738b3040a281e95afa9452c1c480ad8,a9b9439e82e931c43b4c4a061a5820be9e2d6f2f6ff8f9633219edc564931d93,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/kd_l0p050_e0p16_i0p45_seed9217/summary.json,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/biocs_kd_l0p050_e0p16_i0p45_seed9217/summary.json,6b2c578552997b63883d4ba5d5e4516402fa361f96c0dd5a4357e69a5ad020d3,4bbe36ecf59e7a0815019f1cf130de2af1cbe96734a27e64476facaeaa0ec0a4
9219,mIoU,%,higher,70.15816920125405,70.24333362008196,0.08516441882790105,dc77f6cffea0cbe2e41d4201115c8f29a6320ecb04fffd2444f51b8066e4b84f,267ed5e5d43647ff246c549af2da5d1ea738b3040a281e95afa9452c1c480ad8,a9b9439e82e931c43b4c4a061a5820be9e2d6f2f6ff8f9633219edc564931d93,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/kd_l0p050_e0p16_i0p45_seed9219/summary.json,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/biocs_kd_l0p050_e0p16_i0p45_seed9219/summary.json,01d3bd5f67bea7f9f636c3bb9a9bf9eb9021566e176d26a738883c5f2f82cc81,864ac7599fe19288f174b05490819acbf39bf1b15a972e22a137363146beef24
9219,Dice,%,higher,81.58183274986747,81.6513721392325,0.06953938936503334,dc77f6cffea0cbe2e41d4201115c8f29a6320ecb04fffd2444f51b8066e4b84f,267ed5e5d43647ff246c549af2da5d1ea738b3040a281e95afa9452c1c480ad8,a9b9439e82e931c43b4c4a061a5820be9e2d6f2f6ff8f9633219edc564931d93,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/kd_l0p050_e0p16_i0p45_seed9219/summary.json,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/biocs_kd_l0p050_e0p16_i0p45_seed9219/summary.json,01d3bd5f67bea7f9f636c3bb9a9bf9eb9021566e176d26a738883c5f2f82cc81,864ac7599fe19288f174b05490819acbf39bf1b15a972e22a137363146beef24
9219,IoU forgetting,%,lower,3.587972320183281,3.4880977378462155,0.09987458233706548,dc77f6cffea0cbe2e41d4201115c8f29a6320ecb04fffd2444f51b8066e4b84f,267ed5e5d43647ff246c549af2da5d1ea738b3040a281e95afa9452c1c480ad8,a9b9439e82e931c43b4c4a061a5820be9e2d6f2f6ff8f9633219edc564931d93,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/kd_l0p050_e0p16_i0p45_seed9219/summary.json,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/biocs_kd_l0p050_e0p16_i0p45_seed9219/summary.json,01d3bd5f67bea7f9f636c3bb9a9bf9eb9021566e176d26a738883c5f2f82cc81,864ac7599fe19288f174b05490819acbf39bf1b15a972e22a137363146beef24
9219,effective rank,dimensionless,higher,174.0042266845703,174.0070343017578,0.0028076171875,dc77f6cffea0cbe2e41d4201115c8f29a6320ecb04fffd2444f51b8066e4b84f,267ed5e5d43647ff246c549af2da5d1ea738b3040a281e95afa9452c1c480ad8,a9b9439e82e931c43b4c4a061a5820be9e2d6f2f6ff8f9633219edc564931d93,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/kd_l0p050_e0p16_i0p45_seed9219/summary.json,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/biocs_kd_l0p050_e0p16_i0p45_seed9219/summary.json,01d3bd5f67bea7f9f636c3bb9a9bf9eb9021566e176d26a738883c5f2f82cc81,864ac7599fe19288f174b05490819acbf39bf1b15a972e22a137363146beef24
9219,prototype absolute cosine,dimensionless,lower,0.04969183728098869,0.04968510940670967,6.727874279022217e-06,dc77f6cffea0cbe2e41d4201115c8f29a6320ecb04fffd2444f51b8066e4b84f,267ed5e5d43647ff246c549af2da5d1ea738b3040a281e95afa9452c1c480ad8,a9b9439e82e931c43b4c4a061a5820be9e2d6f2f6ff8f9633219edc564931d93,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/kd_l0p050_e0p16_i0p45_seed9219/summary.json,source_data/extended_data_20260905/cub_mask_component_10seed/confirmation/biocs_kd_l0p050_e0p16_i0p45_seed9219/summary.json,01d3bd5f67bea7f9f636c3bb9a9bf9eb9021566e176d26a738883c5f2f82cc81,864ac7599fe19288f174b05490819acbf39bf1b15a972e22a137363146beef24
